track_id,user_id,message_id,reaction_id
6197,187786157506,8252.0,56
6197,175682234295,8252.0,56
6197,658081147494,8252.0,56
6197,414602031515,8252.0,56
6198,636545644634,8253.0,56
6198,130566321006,8253.0,56
6198,372828469540,8253.0,56
6198,458254520661,8253.0,56
6198,172133592647,8253.0,56
6198,919921832270,8253.0,56
6198,498927610170,8253.0,56
6198,616040736095,8253.0,56
6198,666328158492,8253.0,56
6198,824142047736,8253.0,56
6198,858030157299,8253.0,56
6198,964657504129,8253.0,56
6198,831046448096,8253.0,56
6198,924489435838,8253.0,56
6198,618355761471,8253.0,56
6198,162342107260,8253.0,56
6198,126580655982,8253.0,17
6198,527364801486,8253.0,56
6198,801765945254,8253.0,56
6199,639551774688,8254.0,56
6199,261672904480,8254.0,56
6199,616040736095,8254.0,56
6199,824142047736,8254.0,56
6199,964657504129,8254.0,56
6200,372828469540,8255.0,57
6200,440370063730,8255.0,57
6200,616040736095,8255.0,57
6200,764118488854,8255.0,57
6200,563580450746,8255.0,57
6201,769573635661,8256.0,38
6201,410040702296,8256.0,37
6201,563580450746,8256.0,37
6201,497241615065,8256.0,37
6201,206778660188,8256.0,56
6201,662106175294,8256.0,56
6201,812649641749,8256.0,37
6201,336636676011,8256.0,37
6201,604665014408,8256.0,56
6201,892534879101,8256.0,56
6201,355242680870,8256.0,56
6202,996405937084,8257.0,79
6202,632616090422,8257.0,56
6202,914879674634,8257.0,56
922,498927610170,8258.0,56
922,126580655982,8258.0,56
922,175682234295,8258.0,56
922,536103849810,8258.0,56
922,812649641749,8258.0,56
2804,261672904480,8259.0,56
2804,812649641749,8259.0,56
2804,996405937084,8259.0,79
2804,536103849810,8259.0,56
2804,396287033930,8259.0,56
2804,858030157299,8259.0,56
2804,958249908971,8259.0,56
2804,756372794491,8259.0,56
6203,996405937084,8260.0,79
6204,812649641749,8261.0,56
6204,213478247449,8261.0,17
6205,462346580459,8262.0,31
6205,756372794491,8262.0,31
5648,713815986884,8263.0,56
5648,636545644634,8263.0,56
5648,451246144444,8263.0,56
6206,996405937084,8264.0,2
3725,764118488854,8265.0,31
3725,996405937084,8265.0,79
3725,971657212338,8265.0,31
3725,498927610170,8265.0,56
6207,996405937084,8266.0,2
5236,249593721612,8267.0,2
5236,996405937084,8267.0,79
5236,971657212338,8267.0,2
6208,126580655982,8268.0,31
6209,996405937084,8269.0,2
6209,713815986884,8269.0,2
6209,488989482109,8269.0,2
6210,498927610170,8270.0,56
6211,653936975428,8271.0,56
6211,353868443200,8271.0,56
6211,996405937084,8271.0,17
6212,886093680890,8272.0,2
6212,929819142165,8272.0,2
6212,206778660188,8272.0,2
6212,996405937084,8272.0,79
6212,123317730197,8272.0,2
6212,144838920781,8272.0,56
6212,448540462163,8272.0,2
6212,261672904480,8272.0,31
6212,958249908971,8272.0,2
6212,756372794491,8272.0,2
6212,318509972361,8272.0,2
3476,886093680890,8273.0,71
3476,210396356827,8273.0,56
3476,929819142165,8273.0,56
3476,662106175294,8273.0,56
3476,353868443200,8273.0,31
3476,123317730197,8273.0,56
3476,144838920781,8273.0,56
3476,448540462163,8273.0,56
3476,800705054080,8273.0,56
3476,756372794491,8273.0,31
3476,958249908971,8273.0,56
3476,812649641749,8273.0,56
3476,245143586034,8273.0,31
3476,261672904480,8273.0,31
3840,438071472030,8274.0,56
3840,263021605118,8274.0,56
3840,929819142165,8274.0,56
3840,206778660188,8274.0,56
3840,318509972361,8274.0,31
3840,123317730197,8274.0,56
3840,800705054080,8274.0,56
3840,448540462163,8274.0,56
3840,261672904480,8274.0,31
6213,263021605118,8275.0,56
6213,929819142165,8275.0,56
6213,206778660188,8275.0,56
6213,318509972361,8275.0,56
6213,800705054080,8275.0,56
6213,756372794491,8275.0,56
3830,438071472030,8276.0,2
3830,263021605118,8276.0,2
3830,206778660188,8276.0,2
3830,123317730197,8276.0,2
3830,800705054080,8276.0,2
3830,318509972361,8276.0,2
3841,210396356827,8278.0,56
3841,263021605118,8278.0,56
3841,929819142165,8278.0,56
3841,206778660188,8278.0,56
3841,812649641749,8278.0,56
3841,123317730197,8278.0,56
3841,800705054080,8278.0,56
3841,756372794491,8278.0,56
3841,731159599603,8278.0,2
1821,886093680890,8279.0,71
1821,929819142165,8279.0,56
1821,123317730197,8279.0,56
1821,261672904480,8279.0,31
1821,353868443200,8279.0,56
1821,800705054080,8279.0,56
1821,806130336591,8279.0,56
1821,756372794491,8279.0,56
6214,706302919753,8280.0,56
6214,929819142165,8280.0,56
6214,206778660188,8280.0,56
6214,958249908971,8280.0,56
6214,812649641749,8280.0,56
6214,123317730197,8280.0,56
6214,261672904480,8280.0,31
6214,800705054080,8280.0,56
1215,654069673680,8281.0,31
1215,717899694521,8281.0,31
1215,261672904480,8281.0,31
1215,706302919753,8281.0,56
1215,353868443200,8281.0,31
1215,245143586034,8281.0,31
675,438071472030,8282.0,56
675,756372794491,8282.0,56
675,806130336591,8282.0,56
675,263021605118,8282.0,56
2490,438071472030,8283.0,31
2490,263021605118,8283.0,31
2490,929819142165,8283.0,31
674,438071472030,8284.0,57
674,806130336591,8284.0,57
674,263021605118,8284.0,57
674,756372794491,8284.0,57
6215,438071472030,8285.0,56
6215,929819142165,8285.0,56
6216,263021605118,8286.0,56
6217,263021605118,8287.0,57
6218,263021605118,8288.0,57
6219,996405937084,8289.0,79
6219,263021605118,8289.0,57
6220,263021605118,8290.0,56
6220,756372794491,8290.0,56
6221,438071472030,8291.0,56
6221,996405937084,8291.0,79
6221,929819142165,8291.0,56
6222,438071472030,8292.0,56
6222,996405937084,8292.0,79
6222,263021605118,8292.0,56
6222,756372794491,8292.0,56
6223,996405937084,8293.0,79
6224,996405937084,8294.0,79
6225,996405937084,8295.0,17
6226,996405937084,8296.0,17
6226,756372794491,8296.0,21
6227,438071472030,8297.0,2
6227,263021605118,8297.0,2
6227,929819142165,8297.0,31
6228,438071472030,8298.0,2
6228,263021605118,8298.0,2
6231,616040736095,8301.0,56
6231,996405937084,8301.0,79
6231,980857559390,8301.0,56
6231,801765945254,8301.0,56
6231,922388669862,8301.0,56
1257,616040736095,8302.0,56
1257,270247321047,8302.0,56
1257,353868443200,8302.0,56
1257,980857559390,8302.0,56
1257,567839591024,8302.0,56
1257,249593721612,8302.0,56
1257,365660435784,8302.0,56
1257,801765945254,8302.0,56
1257,971657212338,8302.0,57
1257,263940288201,8302.0,57
1257,536103849810,8302.0,56
1257,138008228727,8302.0,56
6232,616040736095,8303.0,56
6232,996405937084,8303.0,79
6232,980857559390,8303.0,56
6232,263940288201,8303.0,56
6232,922388669862,8303.0,56
6232,547168561028,8303.0,57
6233,616040736095,8304.0,56
6233,929819142165,8304.0,56
6233,247037694794,8304.0,56
6233,275600400905,8304.0,56
6234,844849809695,8305.0,56
6234,971657212338,8305.0,57
6234,529591436048,8305.0,56
6234,355242680870,8305.0,56
6236,179161809007,8307.0,56
6236,616040736095,8307.0,56
6236,270247321047,8307.0,56
6236,980857559390,8307.0,56
6236,537894940826,8307.0,56
6236,566789475601,8307.0,56
6236,475272494144,8307.0,56
6236,263940288201,8307.0,56
6236,801765945254,8307.0,56
6236,261672904480,8307.0,56
6236,922388669862,8307.0,56
2774,844849809695,8308.0,56
2774,616040736095,8308.0,56
2774,756372794491,8308.0,56
2774,996405937084,8308.0,79
2774,980857559390,8308.0,56
2774,910900978473,8308.0,56
2774,537894940826,8308.0,56
2774,971657212338,8308.0,56
2774,318509972361,8308.0,56
2774,475272494144,8308.0,56
2774,547168561028,8308.0,56
2774,922388669862,8308.0,56
2774,801765945254,8308.0,56
6237,616040736095,8309.0,56
6237,783298102704,8309.0,56
6237,980857559390,8309.0,56
6237,567839591024,8309.0,56
6237,537894940826,8309.0,56
6237,261672904480,8309.0,56
6237,566789475601,8309.0,56
6237,801765945254,8309.0,56
6237,475272494144,8309.0,56
6237,922388669862,8309.0,56
4476,996405937084,8310.0,79
4476,980857559390,8310.0,56
4476,249593721612,8310.0,56
4476,261672904480,8310.0,56
4476,971657212338,8310.0,56
4476,263940288201,8310.0,56
4476,801765945254,8310.0,56
2359,616040736095,8311.0,56
2359,980857559390,8311.0,56
2359,261672904480,8311.0,56
2359,566789475601,8311.0,56
2359,922388669862,8311.0,56
4253,353868443200,8312.0,57
4253,980857559390,8312.0,57
4253,566789475601,8312.0,57
4253,263940288201,8312.0,57
4253,547168561028,8312.0,57
4253,365660435784,8312.0,57
4253,922388669862,8312.0,57
6238,616040736095,8313.0,57
6238,353868443200,8313.0,57
6238,980857559390,8313.0,57
6238,249593721612,8313.0,57
6238,263940288201,8313.0,57
6238,261672904480,8313.0,57
6238,566789475601,8313.0,57
6238,971657212338,8313.0,57
6239,616040736095,8314.0,56
6239,270247321047,8314.0,56
6239,980857559390,8314.0,56
6239,261672904480,8314.0,56
6239,536103849810,8314.0,56
6239,971657212338,8314.0,56
6239,365660435784,8314.0,56
6239,922388669862,8314.0,56
2673,616040736095,8315.0,56
2673,270247321047,8315.0,56
2673,980857559390,8315.0,56
2673,261672904480,8315.0,56
2673,922388669862,8315.0,56
2673,566789475601,8315.0,56
4832,616040736095,8316.0,57
4832,783298102704,8316.0,57
4832,980857559390,8316.0,57
4832,261672904480,8316.0,57
4832,365660435784,8316.0,38
4832,566789475601,8316.0,57
4832,971657212338,8316.0,57
3231,616040736095,8317.0,56
3231,783298102704,8317.0,56
3231,353868443200,8317.0,56
3231,980857559390,8317.0,56
3231,249593721612,8317.0,56
3231,971657212338,8317.0,56
3231,922388669862,8317.0,56
3231,261672904480,8317.0,56
3231,566789475601,8317.0,56
5285,980857559390,8318.0,56
5285,922388669862,8318.0,56
5285,566789475601,8318.0,56
6240,616040736095,8319.0,56
6240,980857559390,8319.0,56
6240,263940288201,8319.0,56
6240,922388669862,8319.0,56
230,179161809007,8320.0,56
230,616040736095,8320.0,56
230,353868443200,8320.0,56
230,980857559390,8320.0,56
230,263940288201,8320.0,56
230,537894940826,8320.0,56
230,971657212338,8320.0,56
230,566789475601,8320.0,56
2343,179161809007,8321.0,38
2343,616040736095,8321.0,56
2343,980857559390,8321.0,56
2343,537894940826,8321.0,56
2343,566789475601,8321.0,56
2343,922388669862,8321.0,56
6241,616040736095,8322.0,56
6241,980857559390,8322.0,56
6241,396287033930,8322.0,38
6241,263940288201,8322.0,38
6241,537894940826,8322.0,56
6241,566789475601,8322.0,56
6241,971657212338,8322.0,38
6241,922388669862,8322.0,56
4577,353868443200,8323.0,57
4577,980857559390,8323.0,57
4577,263940288201,8323.0,57
4577,537894940826,8323.0,57
4577,566789475601,8323.0,57
4577,365660435784,8323.0,56
4577,971657212338,8323.0,57
6242,616040736095,8324.0,56
6242,980857559390,8324.0,56
6242,263940288201,8324.0,56
6242,922388669862,8324.0,56
3188,616040736095,8326.0,2
3188,353868443200,8326.0,2
3188,980857559390,8326.0,2
3188,249593721612,8326.0,2
3188,566789475601,8326.0,2
3188,263940288201,8326.0,2
3188,971657212338,8326.0,2
6243,616040736095,8327.0,57
6243,980857559390,8327.0,57
6243,249593721612,8327.0,57
6243,566789475601,8327.0,57
6243,138008228727,8327.0,57
6243,263940288201,8327.0,57
6243,922388669862,8327.0,57
6244,263940288201,8328.0,56
6244,616040736095,8328.0,56
6244,980857559390,8328.0,56
6244,566789475601,8328.0,56
6244,922388669862,8328.0,56
6245,616040736095,8330.0,56
6245,980857559390,8330.0,56
6245,566789475601,8330.0,56
6245,922388669862,8330.0,56
6246,616040736095,8331.0,57
6246,353868443200,8331.0,57
6246,980857559390,8331.0,57
6246,249593721612,8331.0,57
6246,263940288201,8331.0,57
6246,566789475601,8331.0,57
6246,971657212338,8331.0,57
6247,616040736095,8332.0,56
6247,980857559390,8332.0,56
6247,922388669862,8332.0,56
6248,616040736095,8333.0,57
6248,353868443200,8333.0,57
6248,980857559390,8333.0,57
6248,263940288201,8333.0,57
6248,566789475601,8333.0,57
6248,249593721612,8333.0,57
6248,971657212338,8333.0,57
6249,616040736095,8334.0,56
6249,980857559390,8334.0,56
6249,536103849810,8334.0,56
6249,971657212338,8334.0,56
6249,566789475601,8334.0,56
6249,922388669862,8334.0,56
6250,616040736095,8336.0,57
6250,353868443200,8336.0,57
6250,980857559390,8336.0,57
6250,263940288201,8336.0,57
6250,566789475601,8336.0,57
6250,249593721612,8336.0,57
6250,971657212338,8336.0,57
6251,616040736095,8337.0,57
6251,353868443200,8337.0,57
6251,980857559390,8337.0,57
6251,249593721612,8337.0,57
6251,971657212338,8337.0,57
6251,566789475601,8337.0,57
6251,922388669862,8337.0,57
6252,616040736095,8338.0,56
6252,980857559390,8338.0,56
6253,616040736095,8339.0,57
6253,353868443200,8339.0,57
6253,980857559390,8339.0,57
6253,249593721612,8339.0,57
6253,566789475601,8339.0,57
6253,971657212338,8339.0,57
6253,263940288201,8339.0,57
6254,616040736095,8340.0,56
6254,980857559390,8340.0,56
6254,263940288201,8340.0,56
6254,566789475601,8340.0,56
6254,971657212338,8340.0,56
6254,922388669862,8340.0,56
6255,616040736095,8341.0,57
6255,980857559390,8341.0,57
6255,263940288201,8341.0,57
6255,922388669862,8341.0,57
6255,971657212338,8341.0,57
6256,616040736095,8342.0,57
6256,353868443200,8342.0,57
6256,980857559390,8342.0,57
6256,249593721612,8342.0,57
6256,365660435784,8342.0,57
6256,971657212338,8342.0,57
6256,263940288201,8342.0,57
6256,566789475601,8342.0,57
1408,616040736095,8343.0,56
1408,783298102704,8343.0,56
1408,980857559390,8343.0,56
1408,365660435784,8343.0,56
1408,922388669862,8343.0,56
6257,616040736095,8344.0,57
6257,263940288201,8344.0,57
6257,844849809695,8344.0,57
6257,353868443200,8344.0,57
6257,980857559390,8344.0,57
6257,249593721612,8344.0,57
6257,566789475601,8344.0,57
6257,971657212338,8344.0,57
6258,616040736095,8345.0,57
6258,263940288201,8345.0,57
6258,270247321047,8345.0,57
6258,206778660188,8345.0,57
6258,980857559390,8345.0,57
6258,566789475601,8345.0,57
6258,922388669862,8345.0,57
6259,636545644634,8346.0,56
6259,365660435784,8346.0,38
6260,616040736095,8347.0,56
6261,844849809695,8348.0,56
6261,123317730197,8348.0,56
6262,126580655982,8349.0,56
2497,964657504129,8350.0,56
2497,971657212338,8350.0,56
2497,206778660188,8350.0,56
2497,144838920781,8350.0,56
2497,996405937084,8350.0,79
2497,958249908971,8350.0,56
6263,315631053874,8351.0,57
5537,438071472030,8352.0,16
5537,713815986884,8352.0,16
5537,964657504129,8352.0,38
5537,783298102704,8352.0,16
51,363508735347,8354.0,56
51,713815986884,8354.0,56
51,618355761471,8354.0,56
51,616040736095,8354.0,56
51,245143586034,8354.0,56
51,261672904480,8354.0,56
51,922388669862,8354.0,56
51,172133592647,8354.0,56
6265,126580655982,8355.0,57
6265,713815986884,8355.0,57
6265,616040736095,8355.0,57
6265,996405937084,8355.0,57
4169,658081147494,8356.0,79
4169,922388669862,8356.0,79
4169,971657212338,8356.0,79
4169,213478247449,8356.0,2
4169,488989482109,8356.0,2
6266,113477004899,8357.0,79
6266,658081147494,8357.0,79
6266,922388669862,8357.0,79
6266,971657212338,8357.0,79
6266,213478247449,8357.0,17
6266,488989482109,8357.0,2
6267,315631053874,8358.0,56
6267,764118488854,8358.0,56
6267,353868443200,8358.0,56
4173,165501917790,8360.0,31
4173,971657212338,8360.0,31
4173,353868443200,8360.0,31
4173,323273455984,8360.0,31
4173,717899694521,8360.0,31
1922,263940288201,8361.0,57
1922,971657212338,8361.0,57
1922,801765945254,8361.0,57
1922,916532885936,8361.0,57
1922,996405937084,8361.0,79
1922,353868443200,8361.0,57
1922,616040736095,8361.0,57
6269,536103849810,8362.0,56
6269,409371505827,8362.0,56
6269,971657212338,8362.0,56
6269,353868443200,8362.0,56
6269,323273455984,8362.0,56
6269,958249908971,8362.0,56
6269,498927610170,8362.0,56
6269,448540462163,8362.0,56
6270,357700371135,8363.0,31
6270,662106175294,8363.0,31
6270,616040736095,8363.0,57
6270,353868443200,8363.0,31
6270,165501917790,8363.0,57
6270,448540462163,8363.0,31
6270,567839591024,8363.0,31
6270,261672904480,8363.0,31
6270,717899694521,8363.0,31
6271,825147034083,8364.0,2
6271,323273455984,8364.0,2
6271,929819142165,8364.0,2
6272,245143586034,8365.0,17
6272,426362434662,8365.0,38
3084,113477004899,8367.0,57
3084,315631053874,8367.0,57
3084,210396356827,8367.0,79
3084,713815986884,8367.0,79
3084,168459389183,8367.0,79
3084,247037694794,8367.0,79
3084,996405937084,8367.0,79
3084,312155276510,8367.0,57
6273,537894940826,8368.0,57
6273,849733476327,8368.0,57
6273,980857559390,8368.0,57
6273,922388669862,8368.0,56
6273,616040736095,8368.0,57
6274,213478247449,8369.0,17
6275,914879674634,8370.0,57
6275,709960603219,8370.0,57
6275,206778660188,8370.0,57
6275,414602031515,8370.0,57
6275,971657212338,8370.0,57
6275,616040736095,8370.0,57
6276,213478247449,8371.0,56
6277,936727111064,8372.0,31
6277,165501917790,8372.0,57
6277,996405937084,8372.0,17
6277,213478247449,8372.0,17
6278,996405937084,8373.0,56
6279,126580655982,8376.0,56
6279,462346580459,8376.0,56
6054,438071472030,8377.0,2
6054,849945006481,8377.0,2
6054,113477004899,8377.0,2
6054,357700371135,8377.0,2
6054,996405937084,8377.0,79
6054,713815986884,8377.0,2
6054,462346580459,8377.0,2
6054,426362434662,8377.0,2
6054,455989312956,8377.0,2
6280,563580450746,8378.0,34
6280,537894940826,8378.0,38
6280,324684994569,8378.0,90
6280,210396356827,8378.0,90
6280,971657212338,8378.0,34
6280,852351726930,8378.0,90
6280,138008228727,8378.0,90
6280,616040736095,8378.0,79
6280,126580655982,8378.0,38
6280,713815986884,8378.0,90
6280,426362434662,8378.0,79
6280,245143586034,8378.0,90
6281,344181635271,8379.0,57
6281,886093680890,8379.0,20
6281,567839591024,8379.0,20
6282,165501917790,8380.0,57
6282,801765945254,8380.0,57
6282,964657504129,8380.0,57
6283,563580450746,8381.0,29
6283,537894940826,8381.0,2
6283,502221556763,8381.0,38
6283,980857559390,8381.0,38
6283,852351726930,8381.0,38
6284,825147034083,8382.0,2
6284,396287033930,8382.0,2
6284,563580450746,8382.0,2
6284,354950444109,8382.0,2
6284,687229846531,8382.0,2
6284,758372041391,8382.0,2
6284,210396356827,8382.0,2
6284,801765945254,8382.0,2
6284,261672904480,8382.0,2
6284,321316551291,8382.0,2
6284,438071472030,8382.0,2
6284,971657212338,8382.0,2
6284,577843110534,8382.0,2
6284,616040736095,8382.0,2
6284,964657504129,8382.0,2
6284,355242680870,8382.0,2
6284,676910012351,8382.0,2
6284,175682234295,8382.0,2
6284,206778660188,8382.0,56
6284,709960603219,8382.0,2
6284,168459389183,8382.0,2
6284,325986941714,8382.0,2
6284,849733476327,8382.0,56
6285,709960603219,8383.0,31
6286,616040736095,8384.0,31
6286,756372794491,8384.0,31
6286,709960603219,8384.0,31
6287,438071472030,8386.0,31
6287,261672904480,8386.0,31
6288,462346580459,8387.0,31
6288,800705054080,8387.0,31
6288,357700371135,8387.0,31
6288,764118488854,8387.0,31
6288,144838920781,8387.0,31
6288,964657504129,8387.0,31
6288,353868443200,8387.0,31
6288,577843110534,8387.0,31
6288,666328158492,8387.0,31
6288,448540462163,8387.0,31
6288,618355761471,8387.0,31
6288,858030157299,8387.0,31
6289,315631053874,8388.0,31
6289,372828469540,8388.0,31
6289,800705054080,8388.0,31
6289,764118488854,8388.0,31
6289,357700371135,8388.0,31
6289,323273455984,8388.0,31
6289,144838920781,8388.0,31
6289,858030157299,8388.0,31
6289,717899694521,8388.0,31
6289,964657504129,8388.0,56
6289,618355761471,8388.0,31
6290,825147034083,8389.0,2
6290,438071472030,8389.0,2
6290,800705054080,8389.0,2
6290,245143586034,8389.0,2
6290,971657212338,8389.0,2
6290,577843110534,8389.0,2
6291,152461457404,8390.0,2
6291,567839591024,8390.0,2
6291,357700371135,8390.0,2
6291,239675946514,8390.0,2
6291,577843110534,8390.0,2
6292,159790379354,8391.0,57
6292,706302919753,8391.0,56
6292,717899694521,8391.0,31
6292,245143586034,8391.0,31
6292,971657212338,8391.0,57
6292,922388669862,8391.0,56
6292,498927610170,8391.0,56
6293,996405937084,8392.0,79
6293,971657212338,8392.0,56
6293,263940288201,8392.0,56
6293,353868443200,8392.0,56
1229,690937716610,8393.0,17
1229,498927610170,8393.0,56
1229,971657212338,8393.0,56
1229,662106175294,8393.0,56
1229,245143586034,8393.0,56
1229,536103849810,8393.0,56
1229,353868443200,8393.0,56
6296,996405937084,8396.0,79
6296,144838920781,8396.0,21
6297,844849809695,8397.0,56
6297,414602031515,8397.0,56
6297,616040736095,8397.0,56
6298,572264010876,8398.0,56
6298,545559172177,8398.0,56
6298,616040736095,8398.0,56
6298,996405937084,8398.0,79
6298,971657212338,8398.0,56
6298,618355761471,8398.0,56
6298,922388669862,8398.0,56
1238,706302919753,8399.0,56
1238,800705054080,8399.0,79
1238,488989482109,8399.0,56
1238,213478247449,8399.0,56
1238,821032141765,8399.0,56
1238,812649641749,8399.0,56
1238,922388669862,8399.0,79
6299,245143586034,8400.0,56
6299,438071472030,8400.0,56
6299,713815986884,8400.0,79
6299,996405937084,8400.0,79
6299,756372794491,8400.0,56
6299,800705054080,8400.0,56
6300,959078742794,8403.0,2
6300,713815986884,8403.0,2
6300,994985901817,8403.0,2
6300,958249908971,8403.0,57
6300,731159599603,8403.0,2
6301,448540462163,8404.0,2
2094,372828469540,8405.0,57
2094,616040736095,8405.0,57
2094,165501917790,8405.0,57
6303,247037694794,8407.0,57
6304,263940288201,8408.0,56
6304,971657212338,8408.0,56
6304,261672904480,8408.0,56
6304,687229846531,8408.0,56
6305,971657212338,8409.0,56
6306,126580655982,8410.0,31
6306,245143586034,8410.0,31
6306,123317730197,8410.0,31
6306,717899694521,8410.0,31
6307,123317730197,8411.0,56
6308,996405937084,8412.0,79
6308,113477004899,8412.0,56
6308,353868443200,8412.0,56
6308,929819142165,8412.0,56
6308,706302919753,8412.0,56
6308,123317730197,8412.0,2
6309,812649641749,8413.0,56
6309,632616090422,8413.0,56
6309,756372794491,8413.0,56
119,498927610170,8414.0,56
119,971657212338,8414.0,56
119,536103849810,8414.0,56
119,756372794491,8414.0,56
119,123317730197,8414.0,56
119,958249908971,8414.0,56
4826,498927610170,8415.0,56
4826,971657212338,8415.0,57
4826,353868443200,8415.0,56
4826,536103849810,8415.0,56
4826,632616090422,8415.0,56
1744,996405937084,8416.0,79
1744,536103849810,8416.0,56
1744,123317730197,8416.0,56
1744,245143586034,8416.0,56
1744,958249908971,8416.0,56
6310,127337922351,8417.0,31
6310,245143586034,8417.0,31
6310,929819142165,8417.0,31
933,498927610170,8418.0,31
933,113477004899,8418.0,31
933,756372794491,8418.0,31
933,929819142165,8418.0,38
1096,498927610170,8419.0,2
1096,996405937084,8419.0,79
1096,187786157506,8419.0,2
1096,632616090422,8419.0,56
6311,263940288201,8420.0,17
6311,713815986884,8420.0,17
6314,126580655982,8423.0,17
6314,929819142165,8423.0,37
6315,783298102704,8424.0,56
6315,929819142165,8424.0,56
6315,812649641749,8424.0,56
6315,563388874988,8424.0,56
6315,958249908971,8424.0,56
6316,577843110534,8425.0,56
6316,113477004899,8425.0,56
6316,783298102704,8425.0,56
6316,353868443200,8425.0,56
6316,756372794491,8425.0,56
6317,113477004899,8426.0,31
6317,756372794491,8426.0,31
6317,929819142165,8426.0,31
6317,245143586034,8426.0,31
6318,577843110534,8427.0,56
6318,113477004899,8427.0,56
6318,634022492611,8427.0,56
6318,783298102704,8427.0,56
6318,353868443200,8427.0,56
6318,245143586034,8427.0,31
6318,756372794491,8427.0,31
6318,706302919753,8427.0,56
6319,113477004899,8428.0,57
6319,783298102704,8428.0,57
6319,929819142165,8428.0,57
4636,113477004899,8429.0,57
4636,879531035402,8429.0,57
6321,113477004899,8431.0,56
6321,756372794491,8431.0,31
4059,113477004899,8432.0,96
4059,634022492611,8432.0,96
4059,783298102704,8432.0,96
4059,500357715903,8432.0,96
4059,165501917790,8432.0,96
4059,318509972361,8432.0,96
4059,929819142165,8432.0,96
5305,113477004899,8433.0,56
5305,756372794491,8433.0,21
6322,396287033930,8434.0,38
6322,113477004899,8434.0,56
6322,138008228727,8434.0,38
6322,138008228727,8434.0,56
6322,783298102704,8434.0,38
6322,929819142165,8434.0,38
6322,756372794491,8434.0,38
6323,138008228727,8435.0,38
6324,812649641749,8436.0,56
6325,713815986884,8437.0,56
6325,616040736095,8437.0,56
6325,662106175294,8437.0,56
6325,365660435784,8437.0,56
6325,245143586034,8437.0,56
6325,812649641749,8437.0,56
6326,144838920781,8438.0,57
6327,632616090422,8439.0,31
6327,245143586034,8439.0,31
4049,713815986884,8440.0,56
4049,616040736095,8440.0,56
4049,687229846531,8440.0,56
4049,929819142165,8440.0,56
4049,355242680870,8440.0,56
6328,440750316775,8441.0,38
6328,800705054080,8441.0,38
6328,756372794491,8441.0,38
6328,261672904480,8441.0,38
6328,886093680890,8441.0,71
6328,245143586034,8441.0,38
6328,549265328193,8441.0,38
6328,994985901817,8441.0,38
6328,138008228727,8441.0,38
6328,210396356827,8441.0,79
510,218093200747,8442.0,56
510,245143586034,8442.0,56
510,536103849810,8442.0,56
510,676910012351,8442.0,16
2102,662106175294,8443.0,56
2102,218093200747,8443.0,56
2102,783298102704,8443.0,56
2102,971657212338,8443.0,38
6329,126580655982,8444.0,38
6329,703052179864,8444.0,57
6329,616040736095,8444.0,57
6329,165501917790,8444.0,57
6329,623549606513,8444.0,56
6330,756372794491,8446.0,56
6330,812649641749,8446.0,56
6331,165501917790,8447.0,56
6331,275600400905,8447.0,56
6331,632616090422,8447.0,56
6332,756372794491,8448.0,2
6332,812649641749,8448.0,56
6332,210733336914,8448.0,2
6332,263021605118,8448.0,2
6332,971657212338,8448.0,2
6333,922388669862,8449.0,56
6333,616040736095,8449.0,56
6333,996405937084,8449.0,79
6333,618355761471,8449.0,56
6333,662106175294,8449.0,56
6333,801765945254,8449.0,56
6333,849733476327,8449.0,2
6334,511288657229,8450.0,56
6335,458254520661,8451.0,38
6335,221736714783,8451.0,56
6335,971657212338,8451.0,38
6335,764118488854,8451.0,38
6335,462346580459,8451.0,38
6335,545559172177,8451.0,20
6336,996405937084,8452.0,2
3561,949538583064,8454.0,56
3561,409371505827,8454.0,56
3561,971657212338,8454.0,56
3561,536103849810,8454.0,56
3561,764118488854,8454.0,56
3561,144838920781,8454.0,56
3561,996405937084,8454.0,79
3561,175682234295,8454.0,56
3561,462346580459,8454.0,56
660,949538583064,8455.0,56
660,971657212338,8455.0,56
660,536103849810,8455.0,56
660,764118488854,8455.0,56
660,144838920781,8455.0,56
660,996405937084,8455.0,79
660,396287033930,8455.0,56
660,175682234295,8455.0,56
660,812649641749,8455.0,56
6338,996405937084,8456.0,79
992,971657212338,8457.0,56
992,263021605118,8457.0,56
992,353868443200,8457.0,56
992,245143586034,8457.0,56
992,662106175294,8457.0,56
6340,438071472030,8459.0,31
6340,175682234295,8459.0,17
6341,247037694794,8460.0,2
6341,658081147494,8460.0,79
6341,488989482109,8460.0,2
6342,440750316775,8461.0,57
6342,764118488854,8461.0,57
6342,458254520661,8461.0,57
6342,537894940826,8461.0,57
6342,849733476327,8461.0,57
6342,618355761471,8461.0,57
6342,323273455984,8461.0,57
6342,270247321047,8461.0,57
6342,365660435784,8461.0,57
6342,658081147494,8461.0,57
6343,764118488854,8462.0,57
6343,662106175294,8462.0,57
6343,144838920781,8462.0,56
6343,407445230620,8462.0,57
6343,415381452411,8462.0,57
6343,616040736095,8462.0,57
6344,126580655982,8463.0,56
6344,764118488854,8463.0,56
6344,172689322089,8463.0,56
6344,475272494144,8463.0,56
6344,357344156054,8463.0,56
6344,662106175294,8463.0,56
6344,437934519571,8463.0,56
6344,566789475601,8463.0,56
6344,616554609597,8463.0,56
