id,metadata
9325,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Warrant""}"
9326,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Charles Aznavor""}"
9327,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Lesley Gore""}"
9328,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Steve""}"
9329,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Scooter""}"
9331,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Michel Jarre""}"
9332,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""MONO INC.""}"
9333,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Beach Fossils""}"
9334,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Jay Sean""}"
9335,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Hossein Spy""}"
9336,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Lakeshore Records""}"
9337,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Alicia Cara""}"
9338,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Steve Earle""}"
9339,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Italian Atmosphere""}"
9340,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Joe Satriani""}"
9341,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Guy Sebastian""}"
9342,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Seven Band""}"
9343,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""A$AP Ferg""}"
9344,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Villain Music""}"
9345,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Acid Bath""}"
9346,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Dame Joan Sutherland""}"
9347,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""London Symphony Orchestra…""}"
9348,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Katherine Li""}"
9349,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""John Alexander""}"
9350,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Sirenia""}"
9351,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Get People""}"
9352,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""ATP MUSIC""}"
9353,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Kim""}"
9354,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Neil Sedaka""}"
9355,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": "". Miri Ben""}"
9356,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Mohsen Onikzi""}"
9357,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Mehdi EmEy""}"
9358,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""قربانی؛هایده؛چاوشی؛معین؛شجریان؛طهماسبی""}"
9359,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""☆LiL PEEP☆""}"
9360,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""CeeLo Green""}"
9361,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Carly Simon""}"
9362,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""SABI""}"
9363,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""River""}"
9364,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""de""}"
9365,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Jessica…""}"
9366,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""To Kojaye Alan Man Mondamo""}"
9374,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""AURORA""}"
9376,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Flower Face""}"
9377,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Hozier""}"
9378,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""M""}"
9380,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Dean Lewis""}"
9385,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Rammstein""}"
9386,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""ABBA""}"
9379,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Linkin Park""}"
9384,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ariana Grande""}"
9388,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Justin Bieber""}"
9369,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Travis Scott""}"
9389,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Amy Winehouse""}"
9372,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Arctic Monkeys""}"
9373,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Måneskin""}"
9383,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Evanescence""}"
9368,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Post Malone""}"
9375,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Cigarettes After Sex""}"
9371,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Lana Del Rey""}"
9387,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Scorpions""}"
9367,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Neighbourhood""}"
9390,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Daft Punk""}"
9370,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Taylor Swift""}"
9381,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Halsey""}"
9399,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Eagles""}"
9400,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Reza Bahram""}"
9409,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Dido""}"
9410,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Emma""}"
9412,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Soen""}"
9413,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""SUGA""}"
9414,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Aaron""}"
10,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Nuclear"", ""lastfm_artist"": ""Naryan""}"
9408,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Sting""}"
162,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Bezan Baran"", ""lastfm_artist"": ""Habib""}"
792,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": "". Ebi""}"
4,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""YOSEMITE"", ""lastfm_artist"": ""Travis Scott""}"
9393,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Arian Band""}"
9403,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Queen""}"
786,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ebi GahMusic.com""}"
791,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ebi _ GahMusic.com""}"
9406,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Weeknd""}"
106,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""505"", ""lastfm_artist"": ""Arctic Monkeys""}"
9407,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ramin Djawadi""}"
9404,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Bomrani""}"
9395,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Breaking Benjamin""}"
116,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Natural"", ""lastfm_artist"": ""Imagine Dragons""}"
9391,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
9397,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Anathema""}"
9392,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""ADELE""}"
200,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Cry"", ""lastfm_artist"": ""Cigarettes After Sex""}"
9411,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Cranberries""}"
9396,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Pink Floyd""}"
9398,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""David Bowie""}"
9401,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Lil Peep""}"
9402,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Opeth""}"
8,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Nuvole Bianche"", ""lastfm_artist"": ""Ludovico Einaudi""}"
9415,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Cage The Elephant""}"
9417,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Alphaville""}"
9419,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Staind""}"
9420,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Niall Horan""}"
9422,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Elisa""}"
9425,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Gojira""}"
9429,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Memphis May Fire""}"
9432,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Leprous""}"
9434,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Smiths""}"
9436,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Limp Bizkit""}"
9437,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Jack Harlow""}"
9438,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Sami Low""}"
9439,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""SZA""}"
9440,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""D'Angelo""}"
9442,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ludovico Einaudi""}"
803,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Don’t Blame Me"", ""lastfm_artist"": ""Taylor Swift""}"
9430,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Handsome Family""}"
9424,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ed Sheeran""}"
68,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Parandeyeh Mohajer"", ""lastfm_artist"": ""Dariush""}"
66,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Shahre Gham"", ""lastfm_artist"": ""Dariush""}"
67,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dastaye Tou"", ""lastfm_artist"": ""Dariush""}"
70,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Noon O Panir O Sabzi"", ""lastfm_artist"": ""Dariush & Ebi""}"
9423,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Lord Huron""}"
9428,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Coldplay""}"
9435,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Emily Watts""}"
9443,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Future""}"
9418,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Alireza Jj""}"
9433,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Kendrick Lamar""}"
9441,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Nothing but Thieves""}"
9421,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Gary Moore""}"
9426,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Reamonn""}"
9431,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Beatles""}"
9427,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Alec Benjamin""}"
9416,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""twenty one pilots""}"
2,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Iron Man"", ""lastfm_artist"": ""Black Sabbath""}"
847,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""taylor swift evermore""}"
843,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Corey Taylor""}"
809,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I Did Something Bad"", ""lastfm_artist"": ""Taylor Swift""}"
815,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)"", ""lastfm_artist"": ""Taylor Swift""}"
825,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""New Year's Day"", ""lastfm_artist"": ""Taylor Swift""}"
9446,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Bon Jovi""}"
9447,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""TOOL""}"
9450,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Don""}"
9451,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Manfred Mann's Earth Band""}"
9452,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Black Sabbath""}"
9453,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Matt Hansen""}"
760,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Beach House""}"
9455,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Rihanna""}"
656,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Hope"", ""lastfm_artist"": ""XXXTENTACION""}"
9456,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""sara bareilles""}"
154,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""My Immortal"", ""lastfm_artist"": ""Evanescence""}"
63,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Soghoot"", ""lastfm_artist"": ""Dariush""}"
9458,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Kensington""}"
874,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Look What You Made Me Do"", ""lastfm_artist"": ""Taylor Swift""}"
187,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Emptiness Machine"", ""lastfm_artist"": ""Linkin Park""}"
9454,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""George Michael""}"
234,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Winner Takes It All"", ""lastfm_artist"": ""ABBA""}"
9448,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""XXXTENTACION""}"
144,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Tabestoon Kootahe"", ""lastfm_artist"": ""Zedbazi""}"
9457,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Damien Rice""}"
171,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Pain"", ""lastfm_artist"": ""Blackfield""}"
285,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Let It Happen"", ""lastfm_artist"": ""Tame Impala""}"
8469,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I Have Never Felt More Alive - from the feature film \""Fall\"""", ""lastfm_artist"": ""Madison Beer""}"
9449,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""A$AP Rocky""}"
9445,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Lady Gaga""}"
9444,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Elton John""}"
107,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Flying"", ""lastfm_artist"": ""Anathema""}"
9459,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""To""}"
9460,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Aloe Blacc""}"
9461,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Pharrell Williams""}"
9463,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Billy Joel""}"
9465,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Swedish House Mafia""}"
9468,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Bill Withers""}"
9470,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Alter Bridge""}"
9471,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""OneRepublic""}"
9472,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Wham!""}"
5345,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dictatorie Amameh"", ""lastfm_artist"": ""Shahin Najafi""}"
9473,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Empire Of The Sun""}"
9477,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Alessia Cara""}"
9479,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Elvis Presley""}"
9480,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Bill Ryder""}"
9481,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Mac DeMarco""}"
9483,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Кино""}"
9484,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Маша и Медведи""}"
9486,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Saman Wilson""}"
9487,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Be'lakor""}"
9488,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Tyler""}"
9491,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Verve""}"
9482,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Shayan Yo""}"
9478,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Alexander Rybak""}"
9466,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Shahin Najafi""}"
9475,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""50 Cent""}"
9462,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Sufjan Stevens""}"
9467,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Mohsen Namjoo""}"
9489,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Skylar Grey""}"
284,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Taghdir"", ""lastfm_artist"": ""Shadmehr Aghili""}"
9474,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Bruno Mars""}"
9490,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Goo Goo Dolls""}"
9469,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Tame Impala""}"
9485,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Passenger""}"
9476,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Blackfield""}"
9464,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Secret Garden""}"
9492,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""BADBADNOTGOOD""}"
9493,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""In Mourning""}"
9495,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ne Obliviscaris""}"
9497,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Paloma Faith""}"
9498,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Vance Joy""}"
9499,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""JID""}"
9500,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Logic""}"
9501,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Be Good Tanyas""}"
9502,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""mgk""}"
9503,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Barbara Pravi""}"
9506,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ehsan Khaje Amiri""}"
9507,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Starsailor""}"
9508,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Anitta""}"
9509,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""JENNIE""}"
9510,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Swallow The Sun""}"
9511,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Elliot Smith""}"
9512,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""A""}"
9513,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Jeremy Soule""}"
9514,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Korn""}"
9515,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ennio Morricone""}"
9516,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""安月名莉子""}"
9517,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Saturnus""}"
9518,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Moscow Philharmonic Orchestra""}"
9519,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""tyr.""}"
9520,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Dalida""}"
9521,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Boa""}"
9522,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Diplo""}"
9523,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Talk Down""}"
9525,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Czech Philharmonic""}"
9505,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""محمدرضا شجریان""}"
9504,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Kiss""}"
9524,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Camila Cabello""}"
9494,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""shawn mendes and Camila Cabello""}"
9496,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Bahram""}"
9526,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Damiano David""}"
