id,metadata
1090,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Good Die Young"", ""lastfm_artist"": ""Scorpions""}"
1091,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Voice of the Soul"", ""lastfm_artist"": ""Death""}"
1092,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Chainsmokers""}"
1093,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Glass Animals""}"
1094,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Free Bird - Extended Music Version"", ""lastfm_artist"": ""Lynyrd Skynyrd""}"
1095,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""To"", ""lastfm_artist"": ""Erfan Tahmasbi""}"
1096,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""You Are The Reason"", ""lastfm_artist"": ""Calum Scott""}"
1097,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""A Great Day For Freedom"", ""lastfm_artist"": ""Pink Floyd""}"
1098,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Ghoroob"", ""lastfm_artist"": ""Siyavash Ghomeyshi""}"
1099,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Lithium"", ""lastfm_artist"": ""Nirvana""}"
1100,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""S.O.S."", ""lastfm_artist"": ""Abba""}"
1101,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Niyaz"", ""lastfm_artist"": ""Moein""}"
1102,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Starman - 2012 Remaster"", ""lastfm_artist"": ""David Bowie""}"
1103,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Someone To You"", ""lastfm_artist"": ""BANNERS""}"
1104,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""PAID"", ""lastfm_artist"": ""Kanye West""}"
1105,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""FUK SUMN"", ""lastfm_artist"": ""Kanye West""}"
1106,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Muscle Museum"", ""lastfm_artist"": ""Muse""}"
1107,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Ocean Drive"", ""lastfm_artist"": ""Duke Dumont""}"
1108,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ellie Goulding""}"
1109,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Burden"", ""lastfm_artist"": ""Opeth""}"
1110,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Beseech""}"
1684,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Man Who Sold the World (2010 Remaster)"", ""lastfm_artist"": ""Midge Ure""}"
1111,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""SONNE"", ""lastfm_artist"": ""Rammstein""}"
4294,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Newsboys""}"
1112,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""ROSENROT"", ""lastfm_artist"": ""Rammstein""}"
1685,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Other People"", ""lastfm_artist"": ""LP""}"
1113,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Suburbs"", ""lastfm_artist"": ""Arcade Fire""}"
1726,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Nightcall"", ""lastfm_artist"": ""London Grammar""}"
1114,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Was Ich Liebe"", ""lastfm_artist"": ""Rammstein""}"
1686,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Break on Through (To the Other Side)"", ""lastfm_artist"": ""The Doors""}"
1115,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Up Is Down"", ""lastfm_artist"": ""Hans Zimmer""}"
1116,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Maneskin""}"
1687,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Suicide Season"", ""lastfm_artist"": ""Bring Me the Horizon""}"
1117,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Hearse Song"", ""lastfm_artist"": ""Rusty Cage""}"
1118,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""cut my hair"", ""lastfm_artist"": ""Tate McRae""}"
1688,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Coma White"", ""lastfm_artist"": ""Marilyn Manson""}"
1119,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Shining""}"
1732,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Hello"", ""lastfm_artist"": ""Evanescence""}"
1689,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Atrum Regina"", ""lastfm_artist"": ""Dark Funeral""}"
1690,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I Need A Dollar"", ""lastfm_artist"": ""Aloe Blacc""}"
1691,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Celine Dion""}"
1722,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Strangers In The Night"", ""lastfm_artist"": ""Frank Sinatra""}"
1723,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Illusion"", ""lastfm_artist"": ""Soen""}"
1724,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Bikhial"", ""lastfm_artist"": ""Afshin""}"
1725,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""YNW Melly""}"
1727,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Nefrin"", ""lastfm_artist"": ""Artoosh""}"
1728,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Lovesick"", ""lastfm_artist"": ""Finn""}"
1729,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""L’enfer"", ""lastfm_artist"": ""Stromae""}"
1730,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sympathy"", ""lastfm_artist"": ""Rare Bird""}"
1731,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Right Now"", ""lastfm_artist"": ""Nick Jonas & Robin Schulz""}"
1734,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I Fall To Pieces"", ""lastfm_artist"": ""Patsy Cline""}"
1735,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Hurts Like Hell"", ""lastfm_artist"": ""Fleurie""}"
1736,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Iron Maiden""}"
1120,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Seeb"", ""lastfm_artist"": ""Simin Ghanem""}"
2171,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""J Cole""}"
1121,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Let You Down"", ""lastfm_artist"": ""Dawid Podsiadło""}"
1692,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Lives"", ""lastfm_artist"": ""Daron Malakian and Scars On Broadway""}"
1122,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Let You Down"", ""lastfm_artist"": ""NF""}"
1139,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Unforgiven"", ""lastfm_artist"": ""Metallica""}"
1123,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Cowboys from Hell"", ""lastfm_artist"": ""Pantera""}"
1693,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Porcupine Tree""}"
1124,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Only A Lifetime"", ""lastfm_artist"": ""FINNEAS""}"
1125,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Hunted"", ""lastfm_artist"": ""Egypt Central""}"
1694,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Then He Kissed Me"", ""lastfm_artist"": ""The Crystals""}"
1126,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Someday"", ""lastfm_artist"": ""The Strokes""}"
1695,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Pursuit of Happiness"", ""lastfm_artist"": ""Beyries""}"
1128,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Innuendo - Remastered 2011"", ""lastfm_artist"": ""Queen""}"
1129,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Highlights"", ""lastfm_artist"": ""Sasha Alex Sloan""}"
1696,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Lost Frequencies""}"
1130,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Tehran Tehran"", ""lastfm_artist"": ""Reza Yazdani""}"
1131,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sinceramente"", ""lastfm_artist"": ""Annalisa""}"
1697,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Only You"", ""lastfm_artist"": ""Savage""}"
1132,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Losing My Religion"", ""lastfm_artist"": ""R.E.M.""}"
1133,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""The Police""}"
1698,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Lost Child"", ""lastfm_artist"": ""Anathema""}"
1134,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Stick Season"", ""lastfm_artist"": ""Noah Kahan""}"
1135,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""To Kojayi?"", ""lastfm_artist"": ""Bomrani""}"
1699,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Kill The King"", ""lastfm_artist"": ""Rainbow""}"
1136,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Megadeth""}"
1137,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Underworld"", ""lastfm_artist"": ""Unaverage Gang""}"
1700,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Robin Schulz""}"
1138,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Neil Young""}"
1701,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Alley Rose"", ""lastfm_artist"": ""Conan Gray""}"
1702,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Subwoofer Lullaby"", ""lastfm_artist"": ""C418""}"
1703,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Lindsey Stirling""}"
1704,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Детство"", ""lastfm_artist"": ""Rauf & Faik""}"
1739,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Highway to Hell"", ""lastfm_artist"": ""AC/DC""}"
1740,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Agalloch""}"
1742,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dark Paradise"", ""lastfm_artist"": ""Lana Del Rey""}"
1741,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""♫ سایت مختلف موزیک ♫""}"
1765,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""greedy"", ""lastfm_artist"": ""Tate McRae""}"
1743,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Olafur Arnalds""}"
1744,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""A Voice in the Cold Wind"", ""lastfm_artist"": ""Rhapsody of Fire""}"
1745,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Where'd All the Time Go?"", ""lastfm_artist"": ""Dr. Dog""}"
1746,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Carousel"", ""lastfm_artist"": ""Ghostly Kisses""}"
1747,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Breaking the Habit"", ""lastfm_artist"": ""Linkin Park""}"
1748,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Famous"", ""lastfm_artist"": ""Kanye West""}"
1749,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""CUFF IT"", ""lastfm_artist"": ""Beyoncé""}"
1750,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Lungo La Strada"", ""lastfm_artist"": ""Milva""}"
1751,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""My Immortal (Band Version)"", ""lastfm_artist"": ""Evanescence""}"
1752,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Soilwork""}"
1753,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dark But Just A Game"", ""lastfm_artist"": ""Lana Del Rey""}"
1754,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Alissa White""}"
1755,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Adam Lambert""}"
1756,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dance Me to the End of Love"", ""lastfm_artist"": ""Leonard Cohen""}"
1757,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Chemtrails Over The Country Club"", ""lastfm_artist"": ""Lana Del Rey""}"
1758,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Kiss of Life"", ""lastfm_artist"": ""Sade""}"
1759,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I'm Still Standing"", ""lastfm_artist"": ""Elton John""}"
1760,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Take a Bow"", ""lastfm_artist"": ""Muse""}"
1761,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Strawberry Fields Forever"", ""lastfm_artist"": ""The Beatles""}"
1762,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I KNOW ?"", ""lastfm_artist"": ""Travis Scott""}"
1763,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""What Makes You Beautiful"", ""lastfm_artist"": ""One Direction""}"
1764,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Mac Miller""}"
1767,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Taylor Made Freestyle"", ""lastfm_artist"": ""Drake""}"
1768,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Push Ups"", ""lastfm_artist"": ""Drake""}"
1769,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""We Are The World"", ""lastfm_artist"": ""U.S.A. for Africa""}"
1770,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Aerosmith""}"
1952,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Collie Buddz""}"
1771,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""If I Could Turn Back Time"", ""lastfm_artist"": ""Cher""}"
2092,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Tanhatarin Ashegh"", ""lastfm_artist"": ""Fereidoon Foroughi""}"
1772,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Fly Away"", ""lastfm_artist"": ""Tones And I""}"
1788,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Madonna""}"
1773,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""We Don't Talk Anymore"", ""lastfm_artist"": ""Charlie Puth""}"
1774,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Beatles""}"
1775,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""CARNIVAL"", ""lastfm_artist"": ""¥$""}"
1776,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""More Than a Feeling"", ""lastfm_artist"": ""Boston""}"
1777,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""You Can't Hurry Love"", ""lastfm_artist"": ""Phil Collins""}"
1778,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Save The World (Extended Mix)"", ""lastfm_artist"": ""Swedish House Mafia""}"
1779,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Changed the Way You Kiss Me (Radio Edit)"", ""lastfm_artist"": ""Example""}"
1780,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Give me back my heart"", ""lastfm_artist"": ""King of the World""}"
1781,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Scorpion"", ""lastfm_artist"": ""Megadeth""}"
1782,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Apocalypse Please"", ""lastfm_artist"": ""Muse""}"
1783,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""That's Life"", ""lastfm_artist"": ""Frank Sinatra""}"
1784,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Black Hole Sun"", ""lastfm_artist"": ""Soundgarden""}"
1785,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Abyss (from Kaiju No. 8)"", ""lastfm_artist"": ""YUNGBLUD""}"
1786,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Enough, Enough Now"", ""lastfm_artist"": ""Bad Omens""}"
1787,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Nightwish""}"
1790,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Still Be Friends (feat. Tory Lanez & Tyga)"", ""lastfm_artist"": ""G-Eazy""}"
1791,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""3005"", ""lastfm_artist"": ""Childish Gambino""}"
1792,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Pardon"", ""lastfm_artist"": ""Sezen Aksu""}"
1793,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Deep End"", ""lastfm_artist"": ""Fousheé""}"
1794,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Emrooz O Farda"", ""lastfm_artist"": ""Marjan Farsad""}"
1795,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Various Artists""}"
1796,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Don't Stop Believin'"", ""lastfm_artist"": ""Journey""}"
1797,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Under Pressure (Remastered 2011)"", ""lastfm_artist"": ""Queen & David Bowie""}"
1798,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Aşka Yürek Gerek"", ""lastfm_artist"": ""Mustafa Sandal""}"
1799,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Before the Dawn"", ""lastfm_artist"": ""Judas Priest""}"
1800,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Ceux Qui Rêvent"", ""lastfm_artist"": ""Pomme""}"
1801,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Mirrors (Radio Edit)"", ""lastfm_artist"": ""Justin Timberlake""}"
1802,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Hotline Bling"", ""lastfm_artist"": ""Gibran Alcocer""}"
1803,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""DArkSide"", ""lastfm_artist"": ""Bring Me the Horizon""}"
2658,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Esmam Dare Yadam Mire"", ""lastfm_artist"": ""Shadmehr Aghili""}"
1804,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Love Me Harder"", ""lastfm_artist"": ""Ariana Grande, The Weeknd""}"
1805,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""imperfect for you"", ""lastfm_artist"": ""Ariana Grande""}"
1806,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""When I Look At You"", ""lastfm_artist"": ""Miley Cyrus""}"
1807,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Money, Money, Money"", ""lastfm_artist"": ""ABBA""}"
1831,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Die For You (Remix)"", ""lastfm_artist"": ""The Weeknd & Ariana Grande""}"
1808,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Soldier of Fortune (2009 Remaster)"", ""lastfm_artist"": ""Deep Purple""}"
1809,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Saliva""}"
1811,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Migos""}"
1812,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sacrifice"", ""lastfm_artist"": ""London After Midnight""}"
1813,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Devestation"", ""lastfm_artist"": ""Johan Söderqvist""}"
1814,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Indila""}"
1815,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""If We Ever Meet Again (Featuring Katy Perry)"", ""lastfm_artist"": ""Timbaland""}"
1816,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Afterlife"", ""lastfm_artist"": ""Arcade Fire""}"
1817,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Avenged Sevenfold""}"
1818,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Julia Dream"", ""lastfm_artist"": ""Pink Floyd""}"
1819,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Put Your Money on Me"", ""lastfm_artist"": ""Arcade Fire""}"
1820,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Blackbriar""}"
1821,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Morgh E Sheyda"", ""lastfm_artist"": ""Mohsen Namjoo""}"
1822,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Rape Me"", ""lastfm_artist"": ""Nirvana""}"
1823,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dumb"", ""lastfm_artist"": ""Nirvana""}"
1824,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Klone""}"
1825,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Smells Like Teen Spirit (Remastered 2021)"", ""lastfm_artist"": ""Nirvana""}"
1826,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""About A Girl"", ""lastfm_artist"": ""Nirvana""}"
1827,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Come As You Are"", ""lastfm_artist"": ""Evan Freakshow""}"
1828,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Zac Efron""}"
1829,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Boat I Row"", ""lastfm_artist"": ""Tame Impala""}"
1830,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""VALENTINE"", ""lastfm_artist"": ""Måneskin""}"
1832,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Promises"", ""lastfm_artist"": ""The Cranberries""}"
1833,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Blackbird"", ""lastfm_artist"": ""Alter Bridge""}"
1834,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Fereshteh"", ""lastfm_artist"": ""Siavash Ghomayshi""}"
2093,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Going Under"", ""lastfm_artist"": ""Evanescence""}"
1836,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sun May Shine"", ""lastfm_artist"": ""Tamino""}"
1837,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Stairway to Heaven (Remaster)"", ""lastfm_artist"": ""Led Zeppelin""}"
1835,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Get Over It (1999 Remaster)"", ""lastfm_artist"": ""Eagles""}"
1839,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Trials"", ""lastfm_artist"": ""Soen""}"
1840,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sunburn"", ""lastfm_artist"": ""Muse""}"
1841,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Tunnel Of Love"", ""lastfm_artist"": ""Dire Straits""}"
1842,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Old Heart Falls"", ""lastfm_artist"": ""Katatonia""}"
1843,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Summer Night Horizon"", ""lastfm_artist"": ""Anathema""}"
1844,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Empty"", ""lastfm_artist"": ""Anathema""}"
1845,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Parisienne Moonlight"", ""lastfm_artist"": ""Anathema""}"
1846,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Paint It, Black"", ""lastfm_artist"": ""Ramin Djawadi""}"
1847,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Paint It Black"", ""lastfm_artist"": ""W.A.S.P.""}"
1848,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Jean""}"
1849,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Paint It Black"", ""lastfm_artist"": ""Sebastian Böhm""}"
1850,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Apologize"", ""lastfm_artist"": ""OneRepublic""}"
1851,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Hello"", ""lastfm_artist"": ""Lionel Richie""}"
1852,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Paint It Black"", ""lastfm_artist"": ""Wednesday Addams""}"
1853,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Tolou Kon"", ""lastfm_artist"": ""Ebi""}"
1854,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Can't Stop"", ""lastfm_artist"": ""Red Hot Chili Peppers""}"
1855,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""QWERTY (Live in Tokyo, 2006)"", ""lastfm_artist"": ""Linkin Park""}"
1856,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Nazi Naz Kon"", ""lastfm_artist"": ""Ebi""}"
1857,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Scape"", ""lastfm_artist"": ""Hensonn""}"
1858,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Parandehe Mohajer"", ""lastfm_artist"": ""Siavash Ghomayshi""}"
1859,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Blind Lead the Blind"", ""lastfm_artist"": ""Sleeping Pulse""}"
1860,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Endlessly"", ""lastfm_artist"": ""Muse""}"
1861,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Between the Bars"", ""lastfm_artist"": ""Elliott Smith""}"
1862,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Melancholy Man"", ""lastfm_artist"": ""The Moody Blues""}"
1863,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ashley Johnson""}"
1864,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""All My Love (Remaster)"", ""lastfm_artist"": ""Led Zeppelin""}"
1865,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Child Of Sin"", ""lastfm_artist"": ""Kovacs""}"
1866,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Kaybolan Yıllar"", ""lastfm_artist"": ""Sezen Aksu""}"
1867,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Still Learning"", ""lastfm_artist"": ""Halsey""}"
1868,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Max Richter""}"
2094,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Falling Behind"", ""lastfm_artist"": ""Laufey""}"
1869,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Cinderland"", ""lastfm_artist"": ""High Plains""}"
1878,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Someone You Loved"", ""lastfm_artist"": ""Lewis Capaldi""}"
