id,artists_id,uploaded_by
12244,"2003,2004",202863342858
12245,4436,394117657821
12247,4437,388631927962
12248,"476,477","248275867936,248275867936"
12249,189,462628741767
12251,234,992505173378
12254,4162,984398789005
12256,4439,450900851690
12259,4440,169201203165
12267,965,543878232429
14530,"481,2594",923485882084
14531,5201,616554609597
2851,757,"491201620041,536320523506,958249908971,245143586034,448540462163,888721759330"
2475,228,"584661223260,929819142165,929819142165,951313012753,575030670508"
7217,545,"717899694521,353868443200"
12261,"4441,4442",867935070956
12272,,172095131804
14532,5202,616554609597
12273,181,992505173378
7699,1932,"666328158492,261100721749"
12264,"3002,117",703753739711
7756,"791,107,108","703052179864,656985579957"
12263,4443,636545644634
12297,4453,867935070956
14534,87,197341950772
10578,1217,"315631053874,315631053874,315631053874"
12268,4444,225666126939
12269,1861,636545644634
12270,"319,4445",928487713665
12271,4446,202863342858
12279,1528,462628741767
12285,4450,984398789005
12294,757,169201203165
12300,4454,315631053874
14533,345,399854590127
2115,741,804121600141
7865,417,262834532874
12283,622,812649641749
3130,75,"213478247449,509760591885,409769291691"
12276,"4447,4448",616554609597
12280,803,867935070956
12289,345,172095131804
12284,298,217886025664
12295,298,210965998732
257,"217,216","929819142165,929819142165"
12290,2324,172095131804
12291,1002,"462628741767,462628741767"
12292,724,486438530862
12298,2024,261100721749
12299,2111,450900851690
12305,1713,616554609597
12306,"4456,4212",636545644634
12307,4457,636545644634
12308,4458,636545644634
12311,4460,703753739711
277,234,"801346475500,407575456169,407575456169,824142047736,801765945254,396287033930,496854931147"
2485,247,130713082052
12316,2628,725695791392
7867,"2176,107,108",658081147494
9754,"3612,679","616554609597,616554609597"
12310,4459,450900851690
12296,145,"350156215334,616040736095"
12324,"4397,107,108",703753739711
12327,4462,225666126939
12328,4463,109358135885
12344,4475,636545644634
14537,87,197341950772
12317,411,409769291691
12309,169,636545644634
12314,2527,173975302140
12319,748,126580655982
12320,935,750156468469
12321,"631,228",
12325,167,873750467314
12329,"4464,4465",
12340,4474,863329919180
12341,351,812649641749
14536,5203,399854590127
14538,"964,5204",923485882084
12346,"952,456",716282150015
12336,4467,928487713665
12337,"4468,4469,4470",869395596643
12322,1455,315631053874
12338,"4471,4472",280468269439
12351,4477,468572242552
12354,4481,680101439838
12357,4483,418727059045
12372,4397,703753739711
12262,1713,"616554609597,616554609597"
12326,2132,645173583380
12333,3457,863329919180
12339,4473,114426911424
12342,1704,365660435784
12345,234,992505173378
12352,"4478,4479,4480",536192518463
12353,228,951313012753
12359,4485,636545644634
12360,4485,636545644634
12361,4485,636545644634
12362,4485,636545644634
12364,4485,636545644634
12363,4485,636545644634
12368,4487,175682234295
12371,276,750156468469
445,356,"750156468469,750156468469,332049503008,355242680870,764118488854,817434891767,210965998732,313128132368,812649641749,863329919180"
2488,247,"896894389979,438071472030"
12356,4482,890294665745
11272,4052,"616554609597,616554609597,616554609597,616554609597"
12358,4484,961890638160
12399,262,"441959532869,616554609597"
12393,3000,510385529996
12365,1918,644691307821
281,236,929819142165
12367,"4464,4465,4486",
12370,2325,486438530862
12375,496,315631053874
12378,33,645173583380
12387,"4493,4494",616554609597
12389,"4496,107,108",616554609597
12391,882,177451509238
12392,949,450900851690
12396,4499,725382501321
12398,4500,984398789005
14543,"3495,5206",136486185997
2826,488,"383616851268,849733476327,716282150015,716282150015"
12401,4501,177451509238
12382,1857,703753739711
14544,1447,444873390371
282,"237,238",734535702313
12419,"676,255",703753739711
11637,2214,"315631053874,486438530862"
12402,4502,703753739711
12383,4492,296272052435
12403,"1688,2945",854624519688
390,325,144838920781
397,333,230986011321
12390,"321,597,598",321316551291
12395,"461,4498",725382501321
12405,854,644691307821
12408,247,916532885936
12412,365,394117657821
12413,4504,636545644634
12414,371,218093200747
12415,189,863329919180
12420,225,640284426813
12449,4514,"984398789005,640284426813"
2119,"118,119,349",107688298394
12422,517,426362434662
12440,"4510,4511",
7121,507,756372794491
12425,1341,350156215334
12443,2738,811016051328
14551,5212,399854590127
3751,1120,"426362434662,733784718417"
12417,488,225666126939
12429,670,462628741767
12430,4509,486438530862
12431,710,869395596643
12432,1527,179161809007
12433,"1778,1779",353868443200
12434,1131,928487713665
12436,4151,636545644634
12437,491,225666126939
12441,4512,202863342858
12445,262,725695791392
12447,200,493359161987
14550,5211,399854590127
12453,461,502231921744
12452,4515,703753739711
9290,,"616554609597,616554609597"
12463,4519,703753739711
12471,"244,456",716282150015
12468,2056,928487713665
4416,1996,"706302919753,315631053874,867935070956,812649641749,149062085809,467506873802"
12439,595,450900851690
12450,245,172095131804
12457,2846,172095131804
12459,4007,869395596643
12460,3034,369511456011
12461,301,365660435784
12464,"4520,4521",225666126939
12465,347,812649641749
12466,420,462628741767
12469,979,441959532869
12470,324,863329919180
12472,425,616554609597
12473,4522,616554609597
12475,4524,869395596643
12476,4525,811016051328
14552,270,444873390371
14553,5213,758444174081
10885,568,"394117657821,394117657821"
12484,,261100721749
12495,4530,867935070956
12500,4532,555149988249
12502,4534,716282150015
11890,4309,"928449770753,616554609597,616554609597"
14555,"1927,5214,5215,720",616554609597
12477,4526,149062085809
12482,298,217886025664
12480,365,394117657821
12481,1862,394117657821
12486,4528,984398789005
12488,480,949538583064
12489,482,210396356827
12491,200,462628741767
12493,"4478,4529",536192518463
12494,"126,408",415669267973
12497,1272,486438530862
12499,4531,296272052435
12501,4533,519620315815
12503,2475,725695791392
12504,4535,636545644634
12506,4169,362057624131
14554,2306,399854590127
2714,1438,"896894389979,368390667456,318509972361,318509972361"
12509,"774,482,481",210396356827
349,292,515788758231
12510,267,"951313012753,467506873802"
12512,3720,582138190135
12514,"4537,4537,4538",555499797202
12513,4536,555499797202
12515,1527,149062085809
12516,1527,405513968079
12517,"267,4539","869395596643,869395596643"
12519,"530,690",645173583380
12522,374,812649641749
12523,4540,812649641749
12524,4540,812649641749
12526,4542,812649641749
12527,4543,876214933034
12529,4545,225666126939
12530,4546,831594906812
12532,1992,831594906812
12534,247,812649641749
12535,247,812649641749
12537,247,812649641749
12536,247,812649641749
12538,247,812649641749
14556,5216,923485882084
14557,5216,923485882084
12558,2480,634554106951
14558,"5217,5218,5219,5220",923485882084
12545,4549,831594906812
12562,1920,441959532869
12485,3391,"248275867936,248275867936"
12564,26,689317362970
12539,4547,486438530862
12540,3011,369511456011
12541,4300,984398789005
12544,2977,582138190135
12546,4550,831594906812
12549,"4552,4553,4554,4555",984398789005
12550,4556,424901071220
12551,482,424901071220
12553,4557,616554609597
12556,1119,497382152459
12557,"3921,4558",261100721749
12559,4559,225666126939
12561,1388,645173583380
12563,4561,497382152459
9382,"433,283,901",210965998732
12584,4566,869395596643
12587,4567,474962259613
12566,227,984398789005
2116,"1166,1167",804121600141
12581,4559,703753739711
12589,"1480,4569",582138190135
12585,167,497382152459
3001,1545,"140289111734,582138190135"
7872,4,563388874988
12369,4488,"689113501019,616554609597"
12511,267,"149062085809,210396356827,136486185997"
934,225,"509760591885,509760591885,462628741767,462628741767,462628741767"
12570,"147,4562",424901071220
12572,3129,383092039780
12575,175,812649641749
12576,54,394117657821
12578,613,499011384384
12577,54,394117657821
12583,262,725695791392
12588,4568,996405937084
12590,"622,1480",497893661469
12596,4405,497893661469
12598,184,869395596643
12601,4571,365660435784
14559,159,923041323258
14560,159,923041323258
12611,1434,616554609597
12614,,225666126939
12591,3204,497893661469
12594,476,497893661469
3037,1561,"911593860202,616286639596,951313012753,640284426813,758444174081"
12142,851,"175682234295,113340019300"
12631,,189002698314
12638,4577,557097932039
12593,54,497893661469
2132,1176,"821032141765,984398789005"
12613,"87,650",563580450746
12602,4572,497893661469
12603,4473,149062085809
12606,613,383092039780
12607,223,258336717287
12608,2977,582138190135
12610,739,645173583380
12618,2111,450900851690
12635,264,636545644634
12636,244,869395596643
14561,159,923041323258
14562,159,923041323258
14563,159,923041323258
2066,"283,1140",321316551291
2138,1179,748039353331
12634,"56,4576",218093200747
12623,,315631053874
342,"288,159",515788758231
12615,4574,703753739711
12619,196,394117657821
2169,1196,114447454905
2177,563,270247321047
2231,"483,107,108","107532415064,107532415064"
2337,482,"321316551291,424901071220"
12628,702,949538583064
12630,145,173975302140
12632,4537,
12641,"551,1862",394117657821
12642,"551,1862",394117657821
12643,"551,1862",394117657821
12644,"551,1862",394117657821
12645,"551,1862",394117657821
12649,1744,113340019300
12653,4582,248275867936
12656,4584,557097932039
12659,4585,248275867936
14564,159,923041323258
14565,159,923041323258
14566,159,923041323258
14567,159,923041323258
2702,1433,"867935070956,562418724503"
3248,"145,117",137654565281
12681,147,497382152459
12640,4578,394117657821
12662,"452,4586",812649641749
12676,138,450900851690
12686,1598,202863342858
348,181,394117657821
351,"293,294","321316551291,123317730197"
12648,303,113340019300
12650,4580,202863342858
12651,4581,210396356827
12654,2114,326966729528
12655,4583,557097932039
12661,184,113340019300
12663,"4582,4587",640284426813
12672,"2076,3463,2072",123317730197
12674,4592,315631053874
12679,2836,869395596643
12682,508,225666126939
12684,364,374567855663
12687,"4595,228,1419",169631732730
14569,159,923041323258
6054,283,"245143586034,245143586034"
12673,4591,557097932039
12669,4590,497382152459
12692,,424429512863
2439,1286,"410618275779,858030157299,640284426813,114426911424"
10385,224,"239675946514,430020105059"
11748,"1787,1788","961890638160,261100721749,296272052435"
12724,403,158358714146
12691,,424429512863
12675,602,"450900851690,653911562158"
12677,4593,703052179864
12680,902,715710874160
12689,228,169631732730
12690,"4597,117",173975302140
12695,813,424429512863
12694,813,424429512863
12696,642,424429512863
12699,4600,169631732730
12728,482,450900851690
14568,159,923041323258
14570,159,923041323258
12716,4605,424429512863
12718,2113,424429512863
12719,2113,424429512863
12721,3155,616554609597
374,"261,309",874158820580
415,224,230986011321
4942,642,"562580531983,709960603219,888721759330,760121517727,831594906812"
11752,543,604665014408
12703,4601,831594906812
12708,4603,557097932039
437,351,"750156468469,750156468469,355242680870,812649641749"
477,351,"750156468469,500357715903,812649641749,812649641749,616554609597"
527,262,206727921604
12709,642,424429512863
12713,2113,424429512863
12714,2113,424429512863
12715,2113,424429512863
12717,2113,424429512863
12720,3921,644691307821
12725,"335,329",715710874160
12726,261,616040736095
12729,"3425,4430",869395596643
14571,159,923041323258
14572,159,923041323258
14573,159,923041323258
12747,167,394117657821
12745,261,497382152459
369,"303,304",748039353331
403,340,509760591885
404,341,"799443797620,542654609056"
414,"196,255",394117657821
452,358,750156468469
469,"52,107,108",867935070956
12705,1686,430020105059
12707,1845,644691307821
12711,4604,945665146449
12712,2113,424429512863
12731,858,450900851690
12734,"4608,4609,4610",427884692244
12735,4611,"812649641749,812649641749"
12739,267,210396356827
12742,"126,701",169631732730
12744,4615,"430020105059,653911562158"
12746,"1228,117",214482937547
12749,1418,703753739711
12750,"2977,3636",582138190135
12751,2287,"557097932039,406194970961"
12752,4616,812649641749
14574,159,923041323258
14575,159,923041323258
14576,159,923041323258
12777,4627,218873368151
12758,4617,467506873802
12740,2719,557097932039
12778,147,"869395596643,869395596643"
12741,4614,383092039780
12743,"323,481",130713082052
12755,799,557097932039
12757,"261,1480,168",582138190135
12761,1225,424429512863
12762,4618,545559172177
12764,261,616040736095
12765,4621,113340019300
12770,323,731159599603
12771,4624,949538583064
12772,"482,477,527,4625",731159599603
12773,643,332049503008
12775,3955,760029738066
12776,3275,392772452716
12779,54,424901071220
12783,458,394117657821
12800,4634,536192518463
12801,1436,394117657821
14577,159,923041323258
14578,"159,5221,5222,5223,5224",923041323258
12792,,557097932039
2141,"177,118","321316551291,496854931147"
525,398,867935070956
7122,989,"817434891767,408647073007,296272052435"
8483,,"616554609597,616554609597,616554609597,616554609597,616554609597"
6920,196,"658081147494,731059186891"
12799,"4633,125",555149988249
12796,"3154,117",616554609597
12798,,555149988249
12808,,883913356047
12817,"1109,1110,2163",169631732730
2175,1199,929819142165
429,186,734535702313
12785,508,225666126939
12787,4628,703614684224
12789,477,467506873802
12791,"267,269",467506873802
12793,4630,392772452716
12795,1328,703614684224
12810,"1041,3546",644691307821
12816,3461,315631053874
12826,267,812649641749
14579,520,769528542041
12820,"2657,2657,4639,4640",922388669862
12812,54,703753739711
7134,935,409371505827
12822,4641,703753739711
402,"338,339",140289111734
496,234,"801392618851,801392618851"
468,"52,107,108",867935070956
12805,4637,888990630183
12811,"1750,1751",888990630183
12813,902,812649641749
12818,"1109,1110",169631732730
12819,4638,928487713665
12821,345,869395596643
12823,418,769929922987
12825,4642,700381754999
12828,731,216743486564
12829,"986,507",169631732730
12830,4643,497893661469
12837,4645,703614684224
12838,4645,703614684224
12839,4645,703614684224
12848,"2620,4648",383092039780
14581,520,769528542041
2146,,"162342107260,162342107260"
13076,167,"869395596643,583722594102,444873390371"
2232,58,411436249746
12834,4644,450900851690
2164,1191,979910711272
12843,244,869395596643
12849,,653285122241
12844,,"497893661469,497893661469"
12841,4646,769929922987
5463,145,"206778660188,922388669862,214482937547"
12835,3,"812649641749,582138190135"
2206,469,657730610795
12842,196,"173544580857,604665014408,139103050963"
12845,644,218873368151
12850,4649,339931740950
12855,4651,703614684224
12856,268,812649641749
12859,4652,177451509238
12868,1420,497893661469
12874,"4657,4658",448594932067
12877,4659,210965998732
14582,5225,769528542041
14583,5226,769528542041
14584,5227,769528542041
14586,2661,869395596643
2492,1349,"277883390501,929819142165"
7809,167,873750467314
12723,"323,477","497382152459,339931740950"
12852,"483,107,108",867935070956
12858,2740,957069255365
12900,"4397,2614",703753739711
12861,17,957069255365
12865,4655,653911562158
12866,54,374567855663
12867,2337,653911562158
12869,"161,162",949538583064
12870,964,
12871,477,339931740950
12872,4656,653285122241
12873,228,951313012753
12882,4661,248275867936
12887,67,812649641749
12889,1075,653911562158
12890,3994,486438530862
12897,4631,703052179864
14587,"1221,482","923485882084,616040736095"
14589,1561,653156382195
14590,5229,493980540339
12891,3920,867935070956
7145,"259,107,108",994985901817
12896,4665,869228245033
12881,4660,869395596643
12885,17,616554609597
14588,5228,197341950772
12907,3379,957069255365
12908,3379,957069255365
12879,267,467506873802
12884,"4663,2901",497382152459
12886,67,812649641749
12892,282,467506873802
12903,298,928487713665
12894,"2300,4664",172095131804
12898,2208,430020105059
12899,270,812649641749
12901,289,869395596643
12902,1838,"644691307821,869395596643"
12913,4667,557097932039
12919,4670,653911562158
12924,262,169631732730
12925,"1495,2912,2913","280468269439,399854590127"
12926,"68,2074,126",497893661469
12928,1044,694523396358
12916,4104,497893661469
12929,1044,497893661469
14593,5230,869703051380
12946,"335,147,390,950,4673",715710874160
12910,178,210965998732
12949,"1366,2945",218873368151
12951,1519,424429512863
12940,710,694523396358
12931,3337,869395596643
12947,710,497893661469
447,353,"509760591885,996405937084"
12912,4666,"450900851690,776793967210"
12921,3346,869228245033
12930,1044,497893661469
12938,1374,812649641749
12942,710,694523396358
12941,710,694523396358
12944,710,497893661469
12948,3585,992505173378
12950,1519,424429512863
12953,4674,888990630183
12955,482,812649641749
12956,"1480,261",497893661469
12957,382,716282150015
14591,593,653911562158
14592,496,812649641749
14594,"987,5231,5232",225297020098
12936,2020,497382152459
14596,5234,136486185997
12945,"710,4672",694523396358
12918,1234,"812649641749,869395596643"
4268,"597,598","438071472030,394117657821"
14597,"462,270,1298",136486185997
12959,4675,139103050963
12939,710,497893661469
12943,"710,216",694523396358
12963,748,716282150015
12965,1063,812649641749
12966,482,812649641749
12969,128,486438530862
12968,1328,696651707640
12973,1069,869395596643
12975,259,315631053874
12976,259,315631053874
12977,1069,869395596643
12978,"4679,117",181671592550
12979,4680,383092039780
12980,4680,383092039780
12983,208,169631732730
14595,5233,197341950772
14598,"964,5235,323",136486185997
14599,670,653911562158
2498,1352,979910711272
13004,"3027,2163","616554609597,616554609597"
12967,"168,261",616040736095
12987,29,218093200747
13009,461,616554609597
13005,147,869395596643
12985,651,562418724503
12986,267,467506873802
12989,1633,149062085809
12992,"4681,251,930",175682234295
12993,641,932750930957
12994,641,654025016981
12996,741,869395596643
12997,1851,769929922987
12998,289,869395596643
12999,"1558,323",424901071220
13001,4682,694523396358
13000,1069,424901071220
13002,504,949538583064
13006,"1234,4684",812649641749
13007,4685,139103050963
14601,5236,923485882084
14602,5237,923485882084
14603,5238,923485882084
13012,4386,769929922987
13022,508,225666126939
13037,"4694,4694",888990630183
13016,"4686,488",705985861385
13011,282,769929922987
13019,300,869395596643
13052,"52,52,2372",604665014408
13061,,371461418129
4677,885,"263021605118,497893661469"
13014,1001,213187897294
13015,3433,497893661469
13017,"1480,622",604665014408
13025,168,290417129618
13026,3975,869395596643
13027,485,605301471334
13028,1008,497893661469
13029,885,497893661469
13030,1008,582138190135
13032,267,467506873802
13033,261,616040736095
13034,"481,4692",210396356827
13036,1008,169631732730
13039,1137,703614684224
13041,1137,703614684224
14600,448,511259947571
14607,834,444873390371
10239,1463,"165501917790,656985579957"
13058,3990,769929922987
13059,"1191,4697",715780425593
13046,167,703753739711
4837,1137,"474462054755,485018581158,202243584162,472558623157,769573635661,703614684224"
13051,"52,52,4695,4696",210396356827
12836,461,"169631732730,169631732730"
13073,1887,604665014408
10962,"147,3371","964657504129,218873368151,869395596643"
13063,147,957069255365
13050,87,604665014408
13040,1137,703614684224
13043,1137,703614684224
13044,1137,703614684224
13048,"321,958",951313012753
13053,52,510385529996
13054,"798,304",225666126939
13057,147,869395596643
13060,4698,883913356047
13062,"365,4699",339931740950
13064,182,113340019300
13066,196,208149793229
13072,3484,604665014408
13086,461,169631732730
14609,"5239,107,108",616554609597
14612,"563,564",493980540339
13099,,758444174081
13100,,758444174081
13103,,169631732730
12685,958,"932750930957,604665014408"
13067,4700,557097932039
13068,"461,2106",616554609597
13082,461,139103050963
13087,461,394117657821
3054,885,"817321833631,536320523506,536320523506,313128132368,769929922987,497893661469,653911562158"
466,364,"542654609056,448594932067,448594932067"
13074,2977,582138190135
13075,4701,430020105059
13079,4405,582138190135
13080,617,605301471334
13081,90,210396356827
13085,461,769929922987
13088,461,394117657821
13090,"200,107,108",769929922987
13092,3337,173544580857
13093,147,557097932039
13094,2566,424901071220
13096,"270,786,4703",869395596643
13104,"126,67",169631732730
13105,4704,587921422357
13106,602,388631927962
14613,1074,406194970961
13095,462,616554609597
2307,934,"929819142165,407575456169,653911562158"
7148,2809,"175682234295,951313012753"
13132,,152142976299
13133,"1126,456",152142976299
13167,,426362434662
13111,256,629902110827
13164,"4722,2163",888990630183
7473,196,"837136053942,731059186891"
13124,4708,629902110827
13116,"283,4705",713815986884
13115,503,769929922987
13122,"3737,283",713815986884
13107,263,139103050963
8087,"481,147","951313012753,604665014408"
13118,"256,80",629902110827
13130,4713,888990630183
13131,4714,888990630183
13134,1126,152142976299
13136,4715,769929922987
13137,335,467506873802
13138,"184,2698",694523396358
13141,184,758444174081
13162,1887,497893661469
14614,52,254937986348
13125,"4709,349",629902110827
13168,196,467506873802
13144,,758444174081
489,224,"230986011321,867935070956"
7875,4,971657212338
13128,"4711,4712",888990630183
13151,471,497893661469
13129,1131,629902110827
13135,"2846,458",103284290312
13156,4721,812649641749
13159,145,869395596643
13140,2846,758444174081
522,402,"750156468469,867935070956"
566,421,799443797620
607,440,114447454905
1226,247,"896894389979,332049503008,438071472030,616554609597,357973288236,869395596643"
13142,"482,476,475",210396356827
13150,4719,365660435784
13153,"885,1883",497893661469
13155,1044,703052179864
13165,166,869395596643
13166,261,812649641749
14615,"5240,3921,3081,2971",616554609597
14616,"3921,3081,2971",616554609597
2717,642,"230986011321,705985861385,336636676011,951313012753,569047383287"
13148,4718,218093200747
13188,2845,312812922384
13172,234,895980774094
13146,4717,138008228727
13189,4727,676355943376
13193,4729,758444174081
14619,5243,197341950772
13169,263,467506873802
3952,1234,"969896260093,680101439838"
13176,263,569047383287
13185,"770,835,469,4726,2223,1781",888990630183
13154,4720,888990630183
13160,479,557097932039
13161,1463,365660435784
13170,906,855190349323
13175,4724,888990630183
13181,2075,486438530862
13183,4725,448594932067
13187,"1234,1479",497893661469
13191,4728,114426911424
13192,200,208149793229
13194,710,869395596643
14617,"3697,5241",493980540339
14618,5242,563580450746
13195,834,500357715903
13163,"927,3548","783298102704,450900851690"
13182,1205,467506873802
13178,1374,563580450746
13208,4733,758444174081
13197,793,616040736095
13199,"147,1647,4730",467506873802
13202,"289,4732",869395596643
13220,"4735,4736",869395596643
13204,271,769929922987
13217,145,624645863371
13205,,883913356047
13212,1044,731059186891
14624,61,162342107260
14623,3260,676459936481
14622,563,570391141323
14621,5244,676459936481
13214,4734,849733476327
13223,26,616554609597
13186,26,557097932039
490,224,"750156468469,396287033930"
13215,488,812649641749
13218,485,424429512863
13219,218,424429512863
13221,"2048,107,108",218873368151
14625,5245,225297020098
2178,"913,1200",929819142165
13198,1594,209272630095
2937,485,"175407856212,202243584162,616554609597,869395596643"
13207,850,758444174081
13227,,653911562158
13242,"4741,117",867935070956
13245,,758444174081
13240,1205,467506873802
2958,839,"323273455984,699692779863"
13211,54,488989482109
13238,885,"680101439838,842317483322"
3011,"1298,270","140289111734,536320523506"
13213,365,569047383287
13216,43,760029738066
13224,2355,113340019300
13225,1717,365660435784
13226,353,388631927962
13230,"107,108",623298421159
13233,885,680101439838
13234,885,"680101439838,582138190135"
13235,885,680101439838
13236,"885,1883",680101439838
13237,885,680101439838
13241,"4739,4740",888990630183
13243,"4742,4743,4743,4743,4743",888990630183
13244,2384,758444174081
13250,"1218,4744,4745",951313012753
4691,300,"245143586034,852351726930,700584410923,869395596643"
13258,1825,225666126939
13271,4753,812649641749
13262,,861248654566
13263,,604665014408
13266,"482,528,527,270",569192161008
13267,4734,569192161008
13269,1887,869395596643
13247,261,467506873802
9543,1218,"951313012753,951313012753"
13246,47,448594932067
14628,365,197341950772
14627,87,225297020098
13254,4747,557097932039
554,418,144838920781
13248,186,694996189155
13249,1218,951313012753
13255,4748,616040736095
13256,"244,117",624645863371
13260,1374,569192161008
13265,1217,869395596643
13274,268,563580450746
13275,4159,758444174081
2507,1359,804121600141
4127,1918,"144838920781,441959532869"
13276,834,600429364917
13280,4758,263940288201
13282,4759,510027315413
13287,"481,147",256102410135
13283,4760,121852315273
13286,2950,604665014408
13291,3990,758444174081
13278,4756,869395596643
12626,"4575,117","616554609597,616554609597"
13284,4761,560024228540
521,401,801392618851
13288,3697,873750467314
617,444,"750156468469,210965998732,951313012753,923437623782,163652477464,339931740950,776793967210"
618,445,"750156468469,313128132368,462628741767"
648,459,394117657821
649,460,542654609056
13289,4762,510027315413
13290,"488,2676",653911562158
13292,310,865229155555
13296,352,788886160966
13297,4765,758444174081
13302,4767,149062085809
13101,,"758444174081,758444174081"
13309,"847,3827",733784718417
13312,4770,616286639596
13306,2720,680101439838
2517,"1367,1368,1369",874158820580
13308,231,758444174081
13310,4768,758444174081
13293,4763,758444174081
13345,196,731059186891
13327,"847,4773",570005420261
13316,4771,758444174081
13298,186,569192161008
13299,1044,680101439838
13301,4766,863329919180
13303,4763,758444174081
13304,834,531869172519
13305,1918,441959532869
13307,834,531869172519
13314,1883,497893661469
13315,885,"680101439838,519522036651"
13317,244,758444174081
13320,239,679700629436
13323,4765,758444174081
13329,4774,758444174081
13330,1918,441959532869
14633,"5246,5247",136486185997
13333,4775,218093200747
13335,,883913356047
13340,4779,758444174081
13322,,256102410135
13325,54,784039337987
14610,452,197341950772
13339,"2177,4778",569192161008
13341,186,197341950772
13366,786,208149793229
13367,4792,837136053942
13331,1227,592500511033
13337,4776,197341950772
13338,4777,570391141323
13342,471,709960603219
13344,622,563580450746
13346,485,569192161008
13347,4781,890294665745
13348,4782,173544580857
13349,233,450900851690
13357,1234,197341950772
13365,4791,758444174081
13375,200,758444174081
14542,"1473,1419,631",136486185997
14608,"270,1907",582138190135
14611,5073,676459936481
13372,200,424429512863
13373,4794,612248565815
13363,793,616554609597
13362,"147,335,147",467506873802
13378,991,197341950772
13394,4800,170525151505
13383,145,616040736095
5671,2111,"123317730197,378893720213,949538583064"
13318,841,"198947507883,424429512863"
13351,"289,107,108",424429512863
13356,4786,197341950772
13359,965,758444174081
13360,"4788,4789",758444174081
13364,1887,886487818534
13368,3245,450900851690
13369,186,198947507883
13370,4793,597402999717
13371,885,497893661469
13374,4795,818410103584
13384,4798,383616851268
13400,786,616554609597
13401,234,197341950772
14541,7,136486185997
14545,5207,406194970961
14604,"1210,1877",406194970961
14605,4020,511259947571
13377,,569192161008
13405,"4807,4808",758444174081
13404,"847,4806",703052179864
13392,4799,769929922987
13396,"4801,4802","399854590127,399854590127"
13399,4804,214200523978
13389,3342,467506873802
10995,"268,269","812649641749,263940288201"
13417,"270,4814",569192161008
13416,4813,863329919180
13428,,"399854590127,399854590127"
13385,3342,381678968179
13379,4796,863329919180
13386,1033,545559172177
13388,224,467506873802
13390,1704,365660435784
13397,2374,758444174081
13402,4805,861248654566
13403,261,703052179864
13406,"4809,4810",758444174081
13410,477,197341950772
13413,1507,758444174081
13414,2976,545559172177
13419,4815,938029457063
13426,3245,653911562158
14546,"5208,5209",406194970961
13231,885,"680101439838,616286639596,313128132368"
13407,461,235400699090
13412,,623298421159
13411,4812,640664499574
13415,"3391,3720",869395596643
13418,556,722010604440
11759,953,949538583064
13361,4790,"339046812284,653911562158,616554609597,350156215334,616554609597,563580450746"
13480,729,139103050963
13420,4816,806130336591
13421,4817,758444174081
13424,4818,"653911562158,653911562158"
13425,"2901,216",149062085809
13429,4820,653911562158
13430,4821,640888525307
13436,482,519620315815
13438,4824,381678968179
13439,147,467506873802
13446,1495,758444174081
13450,4827,632368824979
13449,4826,758444174081
13452,234,758444174081
13453,4828,535997933196
13455,"126,28",393625365002
13456,4829,758444174081
13457,4830,758444174081
13433,,500357715903
13431,4822,138008228727
13437,"217,4823",899186016280
13479,4698,292701332542
13478,184,292701332542
13447,87,616554609597
13441,3913,863329919180
13442,"3747,3768",616554609597
13454,181,758444174081
13458,1862,758444174081
13459,1257,758444174081
13462,4831,758444174081
13463,4832,758444174081
13465,265,891558330436
13466,1065,891558330436
13468,4833,218093200747
13470,4834,758444174081
13472,"181,834",769929922987
13474,1360,812649641749
13475,"4836,4837",758444174081
13476,89,812649641749
13532,4838,923041323258
13613,2782,869395596643
13615,571,288354675743
13616,1729,288354675743
13618,1067,393625365002
13464,787,521144791562
13617,850,493980540339
13484,4839,467506873802
13485,4840,758444174081
13488,4843,288477079134
13493,,656985579957
13471,196,758444174081
13510,"1843,4849",208149793229
13502,"837,838,228,4827",951313012753
13509,2816,208149793229
13489,4844,869395596643
13491,4576,869395596643
13492,4838,923041323258
13494,4845,467506873802
13497,"228,632",393625365002
13498,"817,228,1419",393625365002
13500,"4595,228,1419",393625365002
13501,4847,209272630095
13499,"817,228,1419,4846,701",393625365002
13504,92,261043889763
13505,157,261043889763
13507,"571,2035",616554609597
13508,167,198947507883
13614,571,288354675743
13521,4856,758444174081
13529,3674,493980540339
13531,4864,493980540339
2252,163,"661251333274,924489435838,159790379354"
13514,4851,149062085809
2351,"863,641","874158820580,309842505795"
13512,4850,764674538552
13503,1727,"138015939730,493980540339"
13515,4852,563580450746
13527,4860,764674538552
2391,"335,958,329",321316551291
2785,1463,"896894389979,604665014408,700381754999,165501917790,415464717657,493980540339"
2406,1307,"783298102704,604665014408"
2415,43,213478247449
13518,4855,393625365002
13519,1211,218093200747
13520,1446,758444174081
13522,2116,592441676383
13524,4858,108235469049
13526,4859,149062085809
13530,"4862,4863",493980540339
13533,4865,208149793229
13586,"817,228,1419,4880,28",393625365002
13523,4857,
13544,4868,493980540339
13596,4883,923485882084
13587,,393625365002
13584,228,393625365002
13534,642,208149793229
13556,1798,493980540339
13070,"147,1647","497893661469,869395596643"
13595,138,923485882084
13535,4866,313128132368
13537,4835,923041323258
13538,4835,923041323258
13540,4835,923041323258
13541,4835,923041323258
13542,4867,
13543,3899,863329919180
13549,393,467506873802
13551,4835,923041323258
13560,2977,467506873802
