id,artists_id,uploaded_by
5370,926,694195477658
5372,2290,175682234295
5373,926,964657504129
5375,615,996405937084
5377,240,"126580655982,562580531983"
5378,898,172095131804
5381,2291,958249908971
7830,3018,769573635661
5380,"1440,125","245032061699,245032061699"
11021,234,309842505795
10729,"38,3891","616554609597,616554609597,616554609597"
5387,33,980857559390
5389,228,706302919753
5390,2295,438071472030
7633,145,"849733476327,922388669862,233015433573,892534879101,589867706993,716282150015"
5396,1118,801392618851
5430,138,"245032061699,971657212338,575030670508"
5435,138,971657212338
5398,452,323273455984
5399,2302,"858030157299,812649641749"
5402,2303,323273455984
5404,267,323273455984
5406,261,321316551291
5410,1388,"257206398811,257206398811"
5411,2304,567839591024
5416,2306,"694195477658,123317730197"
5412,"481,2305,475",812649641749
5413,667,175682234295
5429,138,"245032061699,812649641749"
5423,267,"140289111734,173975302140"
5432,"837,838",448540462163
7831,3019,247037694794
5447,453,409371505827
5450,2310,869955988052
5459,,323273455984
10749,1840,221736714783
5453,543,168459389183
11022,3090,315631053874
510,393,"750156468469,874158820580,717899694521,812649641749,640284426813,245143586034"
5454,1700,"175682234295,210965998732"
5426,138,"717899694521,888721759330"
5455,2311,175682234295
5457,"519,349",703052179864
4592,2047,"245032061699,323273455984,424901071220,923485882084"
2058,247,"253595547136,916532885936,604665014408,971657212338,123317730197,444873390371"
634,453,"874158820580,964657504129,812649641749,438071472030,368390667456,108235469049"
5458,648,126580655982
5462,2312,911593860202
2680,709,"230986011321,662106175294,869395596643,869395596643"
2868,1495,130713082052
7671,1793,"662106175294,951313012753"
10927,3553,315631053874
11023,2728,149062085809
5467,709,500357715903
103,49,"801392618851,489648020796"
1144,718,"867935070956,438071472030,545559172177,536103849810,824142047736,812649641749,399854590127"
1618,"482,323,481,528",321316551291
5461,708,886093680890
5468,1699,355242680870
5469,462,536320523506
5470,2314,853065672752
5471,283,529451196997
5472,7,396287033930
5473,1374,831046448096
5474,247,"916532885936,916532885936"
5477,"2315,7",929819142165
5476,247,694195477658
5478,2316,517277741262
5479,2317,"426362434662,426362434662,604665014408"
5482,"2319,2320,2321",426362434662
5481,2318,426362434662
5483,2322,426362434662
5484,2323,426362434662
5485,1351,485018581158
2843,1134,"874158820580,407575456169"
5497,"2327,2328,2329,2330",485018581158
10928,2980,315631053874
10938,"145,720",849733476327
5491,965,"353868443200,811016051328"
10984,"631,256",812649641749
11024,"323,270,1297",743946338402
5490,1722,"996405937084,996405937084"
5492,2326,858030157299
5494,1750,396287033930
57,33,"475272494144,253595547136,545559172177,916532885936,916532885936"
5496,563,"634554106951,616554609597"
5500,2332,634554106951
5501,"2333,107,108",776694933307
5502,488,634554106951
5504,169,175682234295
5505,2334,"396287033930,163652477464,210965998732"
5506,2335,837678561690
5513,1565,634554106951
5525,"2340,2341,2342",426362434662
5528,2343,485018581158
5529,635,438071472030
5516,452,812649641749
11312,3998,636545644634
7673,2962,407575456169
11093,2439,823943248698
5517,741,489648020796
5514,716,316195095367
5520,267,336636676011
5521,590,545559172177
11097,4001,426362434662
11210,4034,426362434662
11281,181,793797187505
5523,1056,"426362434662,426362434662"
5527,"67,965",694195477658
597,92,"874158820580,874158820580,558673205516,812649641749"
698,175,"874158820580,971657212338"
1420,"295,92","874158820580,824142047736"
5534,1634,764118488854
5551,448,817321833631
5552,448,817321833631
5553,448,817321833631
5554,448,817321833631
5555,448,817321833631
2287,1227,929819142165
11185,4028,812649641749
5547,1051,173975302140
7674,234,407445230620
2889,401,"162342107260,123317730197,472558623157,396287033930,629902110827,616554609597"
11098,2367,426362434662
5543,179,618355761471
11465,499,245143586034
2270,1234,"648644218308,536320523506,410040702296,824142047736,407445230620,290735419117,873750467314,365660435784,430020105059"
5535,1818,801765945254
11186,2400,949538583064
5556,234,824142047736
11203,398,245032061699
11255,4011,996405937084
5549,344,"323273455984,394117657821"
5548,344,206778660188
5538,147,257206398811
5539,147,563388874988
5542,147,853065672752
5558,1437,261672904480
5569,2346,438071472030
5571,401,"958249908971,393625365002"
5584,"1247,2352",123317730197
5582,403,563388874988
7675,1044,"658081147494,658081147494"
11323,4068,910103689624
11026,224,812649641749
11099,"1174,1375",202243584162
11214,178,"210965998732,114426911424"
11415,2400,949538583064
5575,54,616286639596
5560,175,"175682234295,202863342858"
5564,443,144838920781
5590,282,666328158492
3120,244,"801392618851,563388874988"
1630,145,817321833631
5565,175,812649641749
5566,290,270247321047
5573,2348,323273455984
5576,2350,415381452411
5577,1090,144838920781
5578,2351,545559172177
5580,1840,206778660188
5581,403,123317730197
5594,556,323273455984
5597,276,849733476327
5601,2357,996405937084
5602,2358,996405937084
5606,1375,817321833631
5605,"38,2163","618355761471,716282150015"
5608,"500,2362",958249908971
5604,1432,462346580459
5607,"2360,2361",517277741262
1636,"945,946,947",867935070956
11027,228,951313012753
5030,1958,"123317730197,824142047736,824142047736"
11166,4022,563580450746
11161,2728,703614684224
5629,"52,52,2372",812649641749
5586,244,867935070956
5588,"244,2354",463689773804
5589,1044,591971526382
5592,177,604665014408
5595,1388,"849733476327,245143586034,890294665745,890294665745"
5615,87,"662106175294,217886025664"
5624,87,858030157299
1446,"862,107,108","324684994569,776694933307"
5609,2363,618355761471
5620,2368,426362434662
5626,2370,929819142165
5627,964,812649641749
5628,2371,558673205516
5611,"2365,2366",817321833631
2297,126,929819142165
11339,602,760029738066
4735,1269,"886093680890,886093680890"
11359,491,949538583064
5630,"2373,2374",929819142165
5587,2353,"365660435784,474462054755"
11028,"3974,117",703052179864
5621,2369,858030157299
11184,295,396287033930
5614,"87,2367",812649641749
5617,87,162342107260
1634,944,979910711272
5634,"1375,2375",144838920781
5635,556,"858030157299,951313012753,208149793229"
5641,508,817321833631
5642,508,817321833631
5644,508,817321833631
5643,508,817321833631
5650,800,776694933307
5654,238,"415381452411,390467359333"
5656,264,"888721759330,703052179864"
5658,1463,165501917790
11029,3155,315631053874
11222,4036,200855216135
11251,"145,117",616040736095
11259,"2977,269",405513968079
11334,1209,408647073007
11284,732,408647073007
5682,123,242725736100
5685,,478701691965
5676,"1178,2379",455989312956
5640,1118,355242680870
5646,147,"853065672752,654025016981"
5647,147,964657504129
5651,295,604665014408
5652,300,245143586034
5657,"1043,2376",165501917790
5662,757,"888721759330,438071472030"
5663,2377,221736714783
5666,2378,969723803270
5668,183,"242725736100,261672904480,951313012753"
5674,695,438071472030
5679,2380,455989312956
5680,418,817321833631
5684,1478,776694933307
5689,499,210396356827
11030,3975,545559172177
5677,,336636676011
11031,2747,410618275779
11225,4038,200855216135
3187,1626,407575456169
11232,381,309842505795
5695,,144838920781
11262,245,734520369898
5670,2111,717899694521
5673,2111,448540462163
5675,2111,318509972361
5683,47,824142047736
5686,2381,140289111734
5692,33,"545559172177,545559172177"
5693,234,407445230620
5698,2101,426362434662
5700,2040,589867706993
5703,2384,221736714783
5706,2386,888721759330
5709,927,"545559172177,275600400905,557097932039"
5712,"200,321",680101439838
5713,763,858030157299
5715,"2388,1191","858030157299,687229846531,261100721749"
5716,958,332049503008
7030,223,974609541585
11221,186,200855216135
11338,1217,812649641749
5727,2391,455989312956
3596,476,"812649641749,783298102704,709960603219"
5721,200,888721759330
5737,488,971657212338
5730,"181,255",165501917790
11033,3,812649641749
5701,4,"498927610170,783298102704"
5710,2387,213478247449
5718,1191,858030157299
5719,200,323273455984
5720,1188,824142047736
5723,2389,"764118488854,472558623157"
5726,2390,758079066679
5728,18,"853065672752,197341950772"
5731,2369,888721759330
5733,145,165501917790
5734,488,"776694933307,396287033930"
5735,341,756372794491
5740,2393,958249908971
5742,"2394,2395",460480852274
5745,"2388,1191",339046812284
5755,2398,163652477464
2298,"161,162",799443797620
5762,473,455989312956
5765,574,336636676011
11034,342,812649641749
5771,2186,102518202006
11257,4048,149062085809
5754,365,128533184648
5756,"1154,216",407575456169
5764,555,849733476327
5757,"950,390,335,323",536320523506
11307,321,793797187505
11526,4133,616554609597
5770,1931,488989482109
5772,2399,488989482109
5759,1065,407575456169
11531,175,"812649641749,315631053874"
5747,186,"245032061699,604665014408,854624519688"
5761,1328,109358135885
1637,948,705555476885
5766,262,888721759330
5768,1891,"888721759330,869395596643"
5769,182,500357715903
11360,902,812649641749
5790,2403,130713082052
11258,218,616554609597
11279,"433,17",210396356827
2207,1214,"804121600141,355242680870"
3693,185,"996405937084,996405937084"
5799,,109358135885
5777,138,888721759330
5791,"283,433",958249908971
1649,927,"929819142165,696859435341"
5776,"1825,125",971657212338
5778,1065,"440370063730,173975302140,892587510952,139103050963"
5779,1722,996405937084
5782,2401,"536103849810,812649641749"
5781,234,407445230620
5784,2402,407575456169
5785,800,"437934519571,173544580857"
5788,31,357700371135
5798,2405,756372794491
5812,"1109,1110",756372794491
11310,256,812649641749
11282,4054,673206676880
11311,4063,636545644634
1650,"927,955","929819142165,929819142165"
11322,"4067,117",867935070956
5156,491,"448540462163,888721759330"
5797,2404,336636676011
5801,2406,563388874988
5804,"230,571",756372794491
5806,185,996405937084
5808,"1109,1110","756372794491,486438530862"
5810,"1109,1110",756372794491
5817,"1109,1110",756372794491
5816,"1109,1110",929819142165
5818,2408,196676433973
5819,92,558673205516
5820,"2409,2410",618355761471
5830,2034,163652477464
11409,"166,117",263940288201
7958,927,531129283270
2304,1254,979910711272
11341,"4071,4072",996405937084
5839,2415,165501917790
11471,"52,117",716282150015
5828,1238,545559172177
5832,2412,202243584162
5829,2411,206778660188
5834,2413,974609541585
5864,2427,455989312956
5825,186,"407575456169,407575456169"
5826,54,394117657821
5824,1927,355242680870
368,215,"145533674118,929819142165,888721759330,923437623782,497893661469"
5838,"1174,283",694195477658
5840,453,"709806135473,409371505827"
5841,2416,165501917790
5843,2418,888721759330
5842,2417,440370063730
5848,455,563388874988
5860,2426,521144791562
5861,503,888721759330
5867,1585,"618355761471,863699380035"
5871,78,666328158492
11372,"950,390,335,641",636545644634
5868,"2428,2429,117",616040736095
11406,1918,472558623157
11478,1870,716282150015
5855,2423,117886705769
5863,"184,599",455989312956
11356,1793,"408647073007,706986751636"
5882,,455989312956
5856,183,"888721759330,971657212338"
3186,1625,407575456169
5877,965,"138008228727,138008228727"
5859,2425,521144791562
5884,186,221736714783
1750,323,"140289111734,713815986884,140289111734"
5862,"571,295",756372794491
5865,"687,688,6",438071472030
5870,2006,321316551291
5872,"78,2431",812649641749
5873,2432,888721759330
5888,778,"796620046883,407575456169"
5893,2437,109358135885
5895,2439,817927469568
11036,200,280468269439
5892,"283,599",713815986884
11361,4076,703614684224
2308,7,916532885936
5901,"145,117",618355761471
11387,16,949538583064
5898,"2441,2106",172105222291
11139,"483,2550,108",383616851268
11405,104,210965998732
5880,2435,438071472030
5886,262,438071472030
5889,68,558673205516
5926,"283,1140",958249908971
5891,147,867935070956
5894,2438,547168561028
7430,295,"929819142165,934291818657,396287033930"
5900,126,756372794491
5903,941,"438071472030,837136053942"
5906,2444,455989312956
5920,2448,500357715903
5924,"2449,2450",175682234295
7037,739,"662106175294,245143586034,812649641749"
11449,"4107,1510",258810996865
2314,17,"929819142165,756372794491,448540462163"
5916,2447,971657212338
5909,2446,"812649641749,812649641749"
5913,958,783298102704
11037,261,616040736095
5915,2269,455989312956
5939,283,713815986884
5948,"99,100",316195095367
11354,403,928487713665
5907,461,"321316551291,169631732730,169631732730"
3069,200,"653559399185,680101439838,424429512863"
5917,148,239675946514
1665,963,753128310892
5925,"2451,2452",268419714215
5927,2453,"666328158492,245143586034"
5928,"283,1140",958249908971
5931,"2455,2456",824142047736
5938,589,756372794491
5940,854,888721759330
5941,887,888721759330
7040,"570,107,108",658081147494
11392,1359,703614684224
11038,3977,604665014408
4562,885,"536320523506,536320523506,497893661469"
5978,,824142047736
5961,"885,2463",713815986884
5936,"68,295,67",396287033930
5881,2385,"996405937084,996405937084"
5522,60,"916532885936,405513968079,472558623157,916532885936,604665014408"
339,"284,285","509760591885,888721759330,323273455984,569047383287"
5937,2458,547168561028
5942,"2459,107,108",455989312956
5946,200,680101439838
5950,295,756372794491
5952,1442,165501917790
5955,2462,500357715903
5959,885,713815986884
5960,885,"536320523506,531869172519"
5962,490,"365660435784,126580655982"
5964,319,339046812284
5965,2377,270247321047
5969,2464,109358135885
5970,885,713815986884
5973,885,"536320523506,666167540785"
5977,1883,536320523506
5979,"2465,117",904324119139
7052,2158,994985901817
5971,885,"500357715903,536320523506,500357715903"
11498,4122,"408647073007,408647073007"
11538,4139,636545644634
3775,1812,"536320523506,536320523506"
11617,4171,172095131804
5974,885,"500357715903,760029738066"
5976,885,536320523506
11571,4157,716282150015
5995,54,680101439838
5996,54,680101439838
1666,148,509760591885
5983,571,756372794491
5984,2467,971657212338
5986,"1762,2469",929819142165
5987,965,426362434662
5993,2398,756372794491
5994,2471,263021605118
5998,455,"123317730197,604665014408,496854931147"
5999,2472,123317730197
6000,1704,365660435784
6002,2473,438071472030
6003,2474,703052179864
6006,2476,867935070956
6032,1118,801392618851
6033,841,355242680870
11441,4105,210965998732
6015,"2480,117",904324119139
11517,"729,103",258810996865
6029,"950,390,335,641",709960603219
11039,3978,964657504129
6004,2475,365660435784
11455,68,812649641749
6007,2477,996405937084
11040,"3979,3980",616554609597
6030,181,"144838920781,365660435784"
6012,2268,168459389183
6021,757,"713815986884,696859435341"
7889,31,"368390667456,563388874988"
6023,181,"365660435784,365660435784"
6016,2478,144838920781
6018,2483,323273455984
6019,757,888721759330
6020,2484,996405937084
6022,267,852351726930
6024,1858,365660435784
6027,511,"378991748318,653911562158"
6028,197,929819142165
6031,458,929819142165
6034,1272,756372794491
10465,233,239675946514
11044,223,263021605118
2209,342,"804121600141,812649641749"
11467,3211,"703614684224,653911562158,653911562158,653911562158"
11564,2337,408647073007
3743,1802,618355761471
5789,31,"800705054080,448540462163,498927610170,478701691965,210965998732"
11475,1210,716282150015
6035,197,457524436096
6050,283,756372794491
6052,283,756372794491
1684,186,"661251333274,245032061699"
11041,3981,883913356047
6053,54,"994985901817,424429512863"
11043,145,703052179864
6043,"1006,165",263021605118
6048,283,958249908971
6058,283,756372794491
6068,276,743946338402
6084,631,"396287033930,616554609597"
10468,916,951313012753
6071,2490,126580655982
11045,"3982,3983",410618275779
11520,2816,636545644634
6077,2492,849733476327
6088,,407575456169
11505,,716282150015
6096,,888721759330
6066,"2238,354",263021605118
6069,163,"687229846531,687229846531"
6075,679,218093200747
6076,256,756372794491
6078,2493,247037694794
6079,2492,218093200747
6081,2495,849733476327
6082,2278,123317730197
6095,2501,971657212338
6097,228,929819142165
6102,2505,245032061699
6103,1835,175682234295
6106,"647,6",123317730197
6107,636,756372794491
6109,258,756372794491
6112,986,888721759330
11046,3984,396287033930
11141,3560,602884829132
6100,"2502,2503,2504",245032061699
6104,,165501917790
11614,"2977,3532,4170",812649641749
6113,2507,563580450746
11510,824,589867706993
11518,900,218093200747
1699,981,394117657821
11536,"4137,4138",408647073007
11544,4141,636545644634
3852,1840,218093200747
7677,710,824142047736
6093,499,"563388874988,126580655982"
6094,2500,323273455984
11593,170,315631053874
6110,"140,745,746",123317730197
6116,230,756372794491
6124,2508,426362434662
6125,1438,500357715903
6137,276,687229846531
6139,"68,2512",756372794491
6141,351,"355242680870,812649641749"
7681,"261,2966",849733476327
11061,43,812649641749
11548,4145,636545644634
6134,,165501917790
6144,154,606884302092
6158,"2517,2335",245032061699
6161,,245032061699
6163,"500,125",245032061699
6126,295,245143586034
6160,2517,245032061699
6142,1234,"462346580459,886093680890"
6123,87,980857559390
6128,"29,295",245143586034
6129,"295,29",756372794491
6130,2509,680101439838
6140,351,355242680870
6148,458,994985901817
6152,2513,126580655982
6156,2515,245032061699
6159,2516,245032061699
6162,2518,245032061699
6164,2519,202243584162
7678,2963,636545644634
5933,167,"455989312956,488989482109"
7680,2965,658081147494
6157,2516,245032061699
6187,458,372828469540
6173,"167,255",488989482109
7679,2964,368390667456
11047,3985,951313012753
11562,4151,636545644634
6170,167,731159599603
6171,"167,2520",488989482109
11594,179,210965998732
6179,1066,888721759330
11620,1033,408647073007
6175,181,690937716610
11769,145,616040736095
6180,2146,996405937084
6182,841,323273455984
6169,138,"706302919753,225666126939"
1681,"329,335,168","713815986884,713815986884,812649641749"
6183,"258,28",756372794491
6184,"571,126","756372794491,438071472030"
6186,"1571,2126",318509972361
6188,147,355242680870
11871,1337,623298421159
6181,"181,943",173975302140
11580,3010,"175682234295,245016491161"
11596,4169,381678968179
11048,167,873750467314
6198,167,"323273455984,394117657821,497893661469"
6190,"483,107,108","123317730197,837136053942"
7684,"2058,2615",202243584162
7685,819,951313012753
6196,26,658081147494
7892,31,365660435784
6201,,563580450746
7686,2058,202243584162
5648,"168,147","357700371135,994985901817"
6194,2521,109358135885
6197,417,658081147494
6199,167,666328158492
6202,1934,536103849810
6203,"295,256",604665014408
6204,2523,"315631053874,315631053874"
6205,2524,261672904480
6206,2082,213478247449
6208,2526,365660435784
6209,2527,731159599603
6210,1744,618355761471
11690,1770,895980774094
11789,4265,496854931147
11568,"488,117","263940288201,467506873802"
7687,61,971657212338
11109,1435,658197689408
4476,1065,"801765945254,922388669862"
6214,"228,679",756372794491
6233,186,407575456169
6217,"831,589,2530",756372794491
6236,145,365660435784
6237,145,365660435784
1680,169,753128310892
1721,"452,261","783298102704,245143586034,616040736095"
6219,228,924489435838
6220,"2531,1419,1724",929819142165
6222,2531,929819142165
6223,2531,756372794491
6228,"2528,2531",929819142165
6229,"2531,2534",263021605118
6230,"2531,2535",929819142165
6231,1065,"138008228727,309842505795,992505173378,758444174081"
6232,1065,801765945254
6235,2537,355242680870
6240,145,566789475601
11638,1463,365660435784
7688,2967,438071472030
6244,"145,456",537894940826
7689,"145,107,108",428393280338
6245,145,365660435784
6247,145,566789475601
6262,,980857559390
7690,2968,426362434662
6250,2539,922388669862
11668,4187,636545644634
11646,"4175,4176",410618275779
6241,145,"138008228727,604665014408"
4577,145,"323273455984,922388669862"
6256,145,922388669862
6251,145,263940288201
6252,145,"566789475601,114426911424"
6248,145,922388669862
6254,"145,2538",365660435784
11726,4228,280468269439
6255,145,566789475601
6260,"320,2540,107,108",280468269439
6261,2541,756372794491
6263,2542,165501917790
6264,2543,123317730197
6268,1517,365660435784
11766,3061,660696781115
11649,4178,996405937084
6289,319,448540462163
6265,"329,1896",488989482109
11723,4227,"218093200747,758444174081"
7694,2970,996405937084
7693,2969,497241615065
11051,2158,604665014408
6280,,455989312956
6286,"2549,2550,108",618355761471
11756,4247,703614684224
6284,2547,812649641749
1685,93,"769929183709,886093680890,245143586034"
6275,365,812649641749
6272,1452,500357715903
6274,1987,355242680870
6276,1739,996405937084
6277,2544,247037694794
6279,2545,426362434662
6281,841,888721759330
6282,1418,372828469540
6283,2546,
6285,"2548,1203",616040736095
6287,"2551,2552",756372794491
6294,"2555,634",783298102704
11052,"3987,3988",863329919180
11790,267,210396356827
11816,167,873750467314
11053,452,"812649641749,280468269439"
11663,4185,408647073007
11924,508,949538583064
6309,"739,1051",123317730197
6297,676,904324119139
6337,,426362434662
6293,52,922388669862
6295,"2556,1247",731159599603
6296,2557,175682234295
6301,"695,354",812649641749
6303,1008,616286639596
6304,2559,462346580459
6305,"2560,2561",812649641749
6307,723,756372794491
6310,2563,758372041391
6312,2564,756372794491
6313,2564,"756372794491,756372794491"
6314,975,500357715903
6315,2565,245143586034
6317,2565,563388874988
6320,2565,245143586034
6339,2572,165501917790
6344,159,"206778660188,923041323258"
7695,1067,363508735347
6340,,618355761471
6338,468,175682234295
11689,4201,636545644634
6322,517,138008228727
6331,2569,336636676011
1686,54,383616851268
352,"68,295,67","321316551291,874158820580,929819142165,438071472030,197341950772"
6321,517,929819142165
6326,2566,994985901817
6328,2568,318509972361
6329,"1585,117",867935070956
6330,"177,965",783298102704
6332,531,929819142165
6336,476,812649641749
6345,1065,407575456169
6346,595,971657212338
6347,595,971657212338
6358,2579,365660435784
6363,2580,165501917790
6364,2580,165501917790
6377,1653,"812649641749,812649641749"
6373,2583,776694933307
11054,3989,811016051328
11718,4225,801765945254
2465,224,"750156468469,353868443200,500357715903"
6392,310,173975302140
6370,"181,255",618355761471
6371,147,888721759330
2626,1074,"874158820580,731159599603"
4841,1217,"213478247449,315631053874"
6351,595,971657212338
6353,"1762,2574",858030157299
6355,2577,706302919753
6359,282,365660435784
6360,2580,165501917790
6365,2580,165501917790
6366,2580,165501917790
6368,2580,165501917790
6369,2582,"904324119139,616554609597"
6372,4,886093680890
6375,2584,438071472030
6385,296,"378991748318,786816039084"
6388,"295,571",438071472030
6391,2588,475272494144
6399,443,996405937084
6404,"261,452","971657212338,438071472030"
7696,167,"438071472030,394117657821"
7698,"517,2971",426362434662
11153,398,812649641749
6383,1303,268419714215
11744,4241,408647073007
6427,2592,138008228727
6418,1253,618355761471
1689,323,"906787991853,140289111734"
6378,2074,756372794491
6382,2586,131801535028
6386,296,666328158492
6389,2279,462346580459
6394,2589,175682234295
6397,224,996405937084
6396,224,706302919753
6398,2590,563388874988
6402,854,888721759330
6409,192,365660435784
6419,351,144838920781
6420,2591,448540462163
6422,631,"438071472030,438071472030"
6430,2595,138008228727
11721,4226,130262270671
6406,145,706986751636
7055,89,812649641749
6417,1116,325576598738
11895,3656,636545644634
11901,4314,368390667456
11929,365,218093200747
3802,1824,605301471334
6440,575,
6381,631,"438071472030,396287033930,496854931147,169631732730"
6407,145,463689773804
6413,1669,971657212338
6414,145,566789475601
6423,145,623549606513
6426,1,218093200747
6428,2593,339046812284
6429,2594,339046812284
6434,2597,396287033930
6435,1519,407575456169
6445,588,756372794491
6450,2599,213478247449
11477,2915,172095131804
11743,186,369089449782
6433,525,764118488854
11055,3990,284356751435
6476,2609,355242680870
6475,,312759452298
6478,"2611,2612",658081147494
6481,,618355761471
6441,"26,2598",249593721612
6436,975,888721759330
1693,"265,107,108",498223508775
6448,230,756372794491
6451,301,"844849809695,923041323258"
6454,238,916532885936
6455,2601,558673205516
6456,2602,980857559390
6463,2606,605301471334
6469,2488,958249908971
6473,858,221736714783
6479,1506,325576598738
6482,2613,618355761471
6483,261,"218093200747,467506873802"
6484,757,929819142165
11489,4116,408647073007
11820,4279,130262270671
11821,4280,172095131804
11056,"3991,599",928449770753
11830,4284,408647073007
2316,1262,"979910711272,911593860202"
6471,2488,958249908971
11833,4286,408647073007
11845,4290,175682234295
6488,"167,2614",261672904480
6472,2608,438071472030
11809,3,616040736095
1692,"481,482","713815986884,713815986884"
1484,"295,140","321316551291,438071472030"
6480,"335,2020",958249908971
6486,185,996405937084
6487,1404,322758362354
6494,2619,438071472030
6500,"2093,2623",438071472030
6504,2624,221736714783
6508,140,144838920781
6509,109,817321833631
11868,3354,636545644634
11877,4302,"863329919180,516695344247"
11057,473,604665014408
6343,181,"706986751636,892534879101"
11878,4303,496854931147
6512,1825,817434891767
6524,491,249593721612
6516,850,"448540462163,769573635661"
6492,2618,996405937084
6499,2622,498927610170
6502,2620,929819142165
6510,2625,144838920781
6520,2628,107532415064
6521,2629,175682234295
6523,1825,971657212338
6529,"165,695",812649641749
6533,2630,974609541585
6534,718,706302919753
6536,718,"563388874988,812649641749"
6537,300,709960603219
6538,710,760029738066
6539,"900,2632",245143586034
6532,461,394117657821
6530,1825,245032061699
7705,1704,365660435784
6531,1825,971657212338
7896,31,368390667456
6540,710,824142047736
11840,1561,109358135885
11897,4312,362057624131
11919,"1227,4322",173975302140
7895,,817321833631
7704,2972,971657212338
6544,"2018,2634,2635,2636",117886705769
6543,710,245143586034
530,234,"321316551291,309842505795"
6546,575,448540462163
6547,793,131801535028
6549,2638,339046812284
6552,2640,558673205516
6553,"261,2641",703052179864
6555,301,497241615065
6558,196,658081147494
6559,"261,2643",886093680890
6560,640,438071472030
6561,2644,426362434662
6562,2644,426362434662
6566,2646,365660435784
11873,"841,1510",928487713665
6570,2650,971657212338
11856,602,703614684224
6573,729,863699380035
6589,,179161809007
6569,"2648,2649",700584410923
6575,2651,971657212338
6577,183,929819142165
11058,603,175682234295
1037,671,"321316551291,438071472030,980857559390,438071472030"
1711,169,753128310892
6581,636,756372794491
6583,"636,361",438071472030
6585,"2652,2653,507,2654,2655",263021605118
6587,28,756372794491
6590,453,812649641749
6591,"453,2656",438071472030
6592,2657,365660435784
6595,2658,888721759330
6596,2659,756372794491
6597,481,602884829132
6619,,532839430676
7706,"2973,2974",462346580459
7709,2975,545559172177
7898,"232,3037",478701691965
7937,3056,257206398811
6601,"1558,476,269",332049503008
6611,"847,2666",604665014408
11059,3720,410040702296
6602,68,812649641749
6625,"2670,235",258810996865
11908,3895,280468269439
6610,181,604665014408
6617,147,853065672752
6603,2662,904324119139
6616,232,812649641749
6604,"2663,107,108",478701691965
11844,352,296272052435
6606,"2664,107,108","165501917790,716282150015"
6608,"1691,2665",731159599603
6612,2223,315631053874
6614,757,"355242680870,438071472030"
6636,58,321316551291
6638,2630,974609541585
6645,2678,109358135885
7710,2647,971657212338
11060,1585,812649641749
11931,"193,107,108",263940288201
11973,89,175682234295
12024,145,280468269439
6642,2677,849733476327
1717,54,394117657821
6669,1008,616286639596
6621,265,365660435784
6623,774,206778660188
6644,344,801765945254
6626,1234,886093680890
6629,2620,888721759330
6631,2673,221736714783
6632,834,858030157299
6633,674,438071472030
6634,2674,426362434662
6635,2191,858030157299
6639,499,536103849810
6641,145,824142047736
6643,293,756372794491
6646,"2565,2679",438071472030
6656,2682,817434891767
6665,1374,365660435784
6671,435,210733336914
7058,17,"438071472030,929819142165"
6647,226,438071472030
11941,4331,812649641749
12020,490,332049503008
6664,"2685,2686",438071472030
6691,2695,849733476327
6649,2680,996405937084
12066,3,582138190135
6668,26,249593721612
6651,710,"929819142165,616286639596"
6655,2681,438071472030
6658,2684,929819142165
6660,452,140289111734
6663,2306,756372794491
6666,2687,812649641749
6667,2688,249593721612
6672,2337,888721759330
6673,"295,571",245143586034
6676,2689,426362434662
6686,885,929819142165
6697,860,817434891767
6700,"7,571,80",448540462163
6699,1375,888721759330
11946,"323,1035","496854931147,891558330436"
12007,854,396287033930
12059,4367,"172095131804,557097932039"
6695,,175682234295
12101,"729,1510",169201203165
6709,"2699,2700",218093200747
6720,"571,295",812649641749
6680,595,426362434662
6681,"256,2692",756372794491
6683,2694,996405937084
6684,1780,756372794491
6689,250,958249908971
6692,545,706302919753
6696,1131,"783298102704,812649641749,245143586034"
6702,631,563388874988
6704,517,426362434662
6710,1669,888721759330
6716,571,438071472030
6717,"571,68,2044",924489435838
6723,571,756372794491
6730,"571,230",756372794491
11063,508,949538583064
11947,1668,760029738066
12015,2707,"616554609597,616554609597"
12087,980,496854931147
12115,4389,783971242871
11988,173,951313012753
6740,,455989312956
11953,"244,248",922388669862
1716,987,"799443797620,209272630095"
6706,2103,438071472030
6713,1874,517277741262
6718,571,756372794491
6722,571,756372794491
6725,571,756372794491
6727,571,756372794491
6729,247,653936975428
6731,247,245143586034
6733,258,756372794491
6739,"1074,67","929819142165,812649641749"
6743,2657,863699380035
6745,"2705,2706",365660435784
6750,695,438071472030
6756,571,438071472030
6757,2708,756372794491
6758,119,478701691965
7064,566,563388874988
6734,258,756372794491
12039,4358,"914621111859,218093200747"
11950,,210396356827
6738,247,632616090422
6763,147,426362434662
1714,282,"321316551291,604665014408"
6741,"2703,2704","426362434662,448594932067"
6744,1688,365660435784
6746,"695,571",438071472030
6749,66,929819142165
6755,"2074,68","438071472030,263021605118"
6768,2710,658081147494
6771,2712,817434891767
6773,"2714,571,695",438071472030
6778,2717,238042137625
6779,78,"438071472030,438071472030"
6784,1065,"801765945254,715710874160"
6786,2718,812649641749
6788,2719,238042137625
6790,323,812649641749
6791,485,355242680870
6894,2739,438071472030
7073,167,"407445230620,873750467314,172105222291"
7714,461,658081147494
7938,"2977,269",817321833631
7939,3057,739619745461
11065,"261,3993",928449770753
